player_name,position,team,league,minutes,xg_chain,xg_buildup,final_third_impact,total_contribution,goals,assists,g_plus_a,archetype,quadrant
Emre Can,"DF,MF",Dortmund,GER-Bundesliga,2105.0,12.573094312101604,12.101288814097645,0.47180549800395966,24.67438312619925,3,0,3,Architect,Complete
Juan Miranda,DF,Bologna,ITA-Serie A,2277.0,12.564794145524502,10.431560006923974,2.1332341386005282,22.996354152448475,0,6,6,Balanced,Complete
Arda Güler,"MF,FW",Real Madrid,ESP-La Liga,1250.0,12.5622282307595,5.0463716592639685,7.515856571495531,17.60859989002347,3,4,7,Finisher,Complete
Dennis Man,"FW,MF",Parma,ITA-Serie A,1995.0,12.554394412785769,3.31936795450747,9.235026458278298,15.873762367293239,4,4,8,Finisher,Finisher
Adrien Truffert,"DF,MF",Rennes,FRA-Ligue 1,2752.0,12.53561694547534,8.545055355876684,3.9905615895986557,21.080672301352024,2,2,4,Balanced,Complete
Lucas Stassin,FW,Saint-Étienne,FRA-Ligue 1,1887.0,12.509913020767272,3.665977276861668,8.843935743905604,16.17589029762894,12,4,16,Finisher,Finisher
Melvin Bard,"DF,MF",Nice,FRA-Ligue 1,1938.0,12.506262205541134,8.377566136419773,4.128696069121361,20.883828341960907,2,1,3,Balanced,Complete
Emile Smith Rowe,MF,Fulham,ENG-Premier League,2043.0,12.505846868269144,6.85691377799958,5.648933090269564,19.362760646268725,6,3,9,Finisher,Complete
Curtis Jones,"MF,DF",Liverpool,ENG-Premier League,1712.0,12.458385687321424,7.695024929009378,4.7633607583120465,20.153410616330802,3,3,6,Balanced,Complete
Shuto Machino,"FW,MF",Holstein Kiel,GER-Bundesliga,1953.0,12.449354909360409,6.3784140115603805,6.070940897800028,18.82776892092079,11,2,13,Finisher,Complete
Raúl Asencio,DF,Real Madrid,ESP-La Liga,1670.0,12.432612404227257,12.034283690154552,0.3983287140727043,24.46689609438181,0,1,1,Architect,Complete
Mario Götze,"MF,FW",Eint Frankfurt,GER-Bundesliga,1542.0,12.429652636870742,7.472723245620727,4.956929391250015,19.90237588249147,3,2,5,Balanced,Complete
Daniel Parejo,MF,Villarreal,ESP-La Liga,2273.0,12.423127504065633,11.499670285731554,0.9234572183340788,23.922797789797187,3,3,6,Architect,Complete
Daley Blind,DF,Girona,ESP-La Liga,2780.0,12.418609752319751,10.995030511170626,1.4235792411491257,23.41364026349038,0,2,2,Architect,Complete
Che Adams,FW,Torino,ITA-Serie A,2652.0,12.417382868006824,3.57548772636801,8.841895141638814,15.992870594374834,9,3,12,Finisher,Finisher
Andrea Pinamonti,FW,Genoa,ITA-Serie A,2850.0,12.397627600468695,4.713260012678802,7.684367587789893,17.110887613147497,10,1,11,Finisher,Complete
Lorenzo Colombo,"FW,MF",Empoli,ITA-Serie A,2233.0,12.387053904123604,4.715949258767068,7.671104645356536,17.103003162890673,6,2,8,Finisher,Complete
Dani Ceballos,MF,Real Madrid,ESP-La Liga,1215.0,12.38676930218935,11.422802604734898,0.9639666974544525,23.809571906924248,0,0,0,Architect,Complete
Ridle Baku,"DF,MF",RB Leipzig,GER-Bundesliga,1275.0,12.38050562888384,6.962742500938475,5.417763127945365,19.343248129822314,2,3,5,Finisher,Complete
Robin Hack,"FW,MF",Gladbach,GER-Bundesliga,2172.0,12.376857583411038,5.271136090159416,7.105721493251622,17.647993673570454,4,7,11,Finisher,Complete
Mateus Fernandes,MF,Southampton,ENG-Premier League,2909.0,12.354681935161352,6.976256597787142,5.37842533737421,19.330938532948494,2,4,6,Finisher,Complete
Benedict Hollerbach,"FW,MF",Union Berlin,GER-Bundesliga,2540.0,12.341620037332175,2.798220462165773,9.543399575166402,15.139840499497948,9,1,10,Finisher,Finisher
Ismaël Doukouré,"DF,MF",Strasbourg,FRA-Ligue 1,2639.0,12.319075230509045,11.352039460092785,0.9670357704162598,23.67111469060183,1,1,2,Architect,Complete
Pervis Estupiñán,DF,Brighton,ENG-Premier League,2402.0,12.298998538404703,10.615641921758652,1.6833566166460514,22.914640460163355,1,1,2,Architect,Complete
Amad Diallo,"MF,FW",Manchester Utd,ENG-Premier League,1901.0,12.264865227043629,5.410414909943938,6.85445031709969,17.675280136987567,8,6,14,Finisher,Complete
Oihan Sancet,MF,Athletic Club,ESP-La Liga,1620.0,12.246665179729462,4.23063094355166,8.016034236177802,16.47729612328112,15,1,16,Finisher,Finisher
Gustav Isaksen,FW,Lazio,ITA-Serie A,2210.0,12.200112521648409,5.998448936268687,6.2016635853797215,18.198561457917094,4,2,6,Finisher,Complete
Fran Beltrán,MF,Celta Vigo,ESP-La Liga,2421.0,12.19867887813598,10.053263377398252,2.1454155007377267,22.25194225553423,2,1,3,Balanced,Complete
Florian Thauvin,"FW,MF",Udinese,ITA-Serie A,1956.0,12.177254557609558,4.74868880212307,7.428565755486488,16.925943359732628,8,3,11,Finisher,Complete
Robin Koch,DF,Eint Frankfurt,GER-Bundesliga,2586.0,12.173947259783745,11.469248436391354,0.7046988233923912,23.6431956961751,3,0,3,Architect,Complete
Gianluca Mancini,DF,Roma,ITA-Serie A,3143.0,12.107092240825295,11.160773133859038,0.9463191069662571,23.267865374684334,2,0,2,Architect,Complete
Lamine Camara,MF,Monaco,FRA-Ligue 1,2054.0,12.08375416137278,8.655269239097834,3.428484922274947,20.739023400470614,2,7,9,Balanced,Complete
Aaron Wan-Bissaka,DF,West Ham,ENG-Premier League,3154.0,12.051966872997582,8.27124732080847,3.7807195521891117,20.323214193806052,2,5,7,Balanced,Complete
Valentin Rongier,"MF,DF",Marseille,FRA-Ligue 1,1562.0,12.050548866391182,9.9929743912071,2.057574475184081,22.04352325759828,3,1,4,Balanced,Complete
Habib Diarra,"MF,FW",Strasbourg,FRA-Ligue 1,2352.0,12.043475123122334,6.721917923539877,5.3215571995824575,18.76539304666221,4,5,9,Finisher,Complete
Cristian Cásseres Jr.,MF,Toulouse,FRA-Ligue 1,2696.0,12.039634557440875,9.933802988380194,2.1058315690606815,21.97343754582107,1,3,4,Balanced,Complete
Sofiane Diop,"MF,FW",Nice,FRA-Ligue 1,1064.0,12.031490011140704,5.0469088442623615,6.984581166878343,17.078398855403066,6,4,10,Finisher,Complete
Jamie Gittens,"FW,MF",Dortmund,GER-Bundesliga,1776.0,12.025190606713297,5.523857708089054,6.501332898624243,17.54904831480235,8,3,11,Finisher,Complete
Florian Lejeune,DF,Rayo Vallecano,ESP-La Liga,3325.0,12.011688228696585,11.115831405855715,0.8958568228408694,23.1275196345523,2,3,5,Architect,Complete
Senny Mayulu,MF,Paris S-G,FRA-Ligue 1,808.0,11.970732416957617,7.211665321141481,4.759067095816135,19.182397738099098,2,2,4,Balanced,Complete
Morgan Guilavogui,"FW,MF",St. Pauli,GER-Bundesliga,1807.0,11.957147855311632,3.651807775720954,8.305340079590678,15.608955631032586,6,2,8,Finisher,Finisher
Kevin Stöger,MF,Gladbach,GER-Bundesliga,1551.0,11.945396466180682,6.950540175661445,4.9948562905192375,18.895936641842127,3,3,6,Balanced,Complete
Lorenz Assignon,"DF,MF",Rennes,FRA-Ligue 1,2357.0,11.943673314526675,7.465679798275232,4.477993516251443,19.40935311280191,3,4,7,Balanced,Complete
Berat Djimsiti,DF,Atalanta,ITA-Serie A,2640.0,11.93463903106749,10.687764661386607,1.2468743696808833,22.6224036924541,1,2,3,Architect,Complete
Hákon Arnar Haraldsson,"MF,FW",Lille,FRA-Ligue 1,1755.0,11.861708404496312,5.51986491959542,6.341843484900892,17.381573324091733,5,3,8,Finisher,Complete
Callum Hudson-Odoi,"FW,MF",Nott'ham Forest,ENG-Premier League,2194.0,11.848760638386011,8.000117145478725,3.8486434929072857,19.848877783864737,5,2,7,Balanced,Complete
M'Bala Nzola,FW,Lens,FRA-Ligue 1,1460.0,11.829063314944506,1.8323428463190796,9.996720468625426,13.661406161263585,6,1,7,Finisher,Finisher
Alexsandro Ribeiro,DF,Lille,FRA-Ligue 1,2700.0,11.815566362813115,11.478279726579784,0.33728663623333155,23.2938460893929,1,1,2,Architect,Complete
Jonathan Tah,DF,Leverkusen,GER-Bundesliga,2970.0,11.7880025152117,11.424661388620734,0.3633411265909654,23.212663903832436,3,0,3,Architect,Complete
Nathaniel Brown,"DF,MF",Eint Frankfurt,GER-Bundesliga,1947.0,11.759051386266949,6.8294026125222445,4.929648773744704,18.58845399878919,3,6,9,Balanced,Complete
Tom Bischof,"MF,FW",Hoffenheim,GER-Bundesliga,2559.0,11.751291548833253,8.606690591201186,3.1446009576320666,20.357982140034437,5,2,7,Balanced,Complete
Julian Weigl,MF,Gladbach,GER-Bundesliga,2881.0,11.702455198392272,10.190631384029984,1.5118238143622875,21.893086582422256,0,2,2,Architect,Complete
Darwin Núñez,FW,Liverpool,ENG-Premier League,1133.0,11.696636958047748,3.613157507032156,8.083479451015592,15.309794465079904,5,2,7,Finisher,Finisher
Frenkie de Jong,MF,Barcelona,ESP-La Liga,1143.0,11.636852502822876,8.715320311486721,2.921532191336155,20.352172814309597,2,2,4,Balanced,Complete
Marvin Pieringer,"FW,MF",Heidenheim,GER-Bundesliga,2206.0,11.624920902773738,2.838040864095092,8.786880038678646,14.46296176686883,7,4,11,Finisher,Finisher
Sergio Gómez,"MF,DF",Real Sociedad,ESP-La Liga,2738.0,11.613184611313043,6.642251364886761,4.9709332464262825,18.255435976199806,2,5,7,Balanced,Complete
Dimitris Giannoulis,DF,Augsburg,GER-Bundesliga,2650.0,11.6018926538527,6.999567776918411,4.602324876934288,18.601460430771112,1,4,5,Balanced,Complete
Isco,MF,Betis,ESP-La Liga,1547.0,11.564061842858791,5.605048647150397,5.959013195708394,17.16911049000919,9,8,17,Finisher,Complete
Adam Hložek,"FW,MF",Hoffenheim,GER-Bundesliga,1871.0,11.557377450168133,4.727587189525366,6.829790260642767,16.2849646396935,8,4,12,Finisher,Complete
Dean Huijsen,DF,Bournemouth,ENG-Premier League,2427.0,11.550221702083943,10.0397496689111,1.510472033172844,21.589971370995045,3,2,5,Architect,Complete
Nadir Zortea,"DF,MF",Cagliari,ITA-Serie A,2713.0,11.5493196696043,5.947565328329802,5.601754341274498,17.496884997934103,6,2,8,Finisher,Complete
Sepp van den Berg,DF,Brentford,ENG-Premier League,2586.0,11.545481179840865,9.674979363568127,1.8705018162727374,21.22046054340899,0,0,0,Architect,Complete
Clément Lenglet,DF,Atlético Madrid,ESP-La Liga,1972.0,11.544151531532409,11.482247652485968,0.061903879046440125,23.026399184018377,2,1,3,Architect,Complete
Caio Henrique Oliveira Silva,DF,Monaco,FRA-Ligue 1,1929.0,11.531834749504924,9.6087069734931,1.9231277760118246,21.140541722998023,0,6,6,Architect,Complete
Malick Fofana,FW,Lyon,FRA-Ligue 1,1589.0,11.517354555428028,5.349942370317876,6.167412185110152,16.867296925745904,5,4,9,Finisher,Complete
Iliman Ndiaye,FW,Everton,ENG-Premier League,2430.0,11.509084429591894,5.190615847706795,6.318468581885099,16.69970027729869,9,0,9,Finisher,Complete
Javier Guerra,MF,Valencia,ESP-La Liga,2581.0,11.508765971288083,7.850300427526236,3.6584655437618476,19.35906639881432,3,3,6,Balanced,Complete
Ange-Yoan Bonny,FW,Parma,ITA-Serie A,2529.0,11.49412840604782,2.431112524122,9.06301588192582,13.925240930169819,6,4,10,Finisher,Finisher
Iago Aspas,"FW,MF",Celta Vigo,ESP-La Liga,1745.0,11.48705436103046,5.211289323866367,6.275765037164092,16.698343684896827,10,5,15,Finisher,Complete
Isak Hien,DF,Atalanta,ITA-Serie A,2327.0,11.485736094415188,11.40914871543646,0.07658737897872747,22.894884809851646,0,0,0,Architect,Complete
Marcel Sabitzer,MF,Dortmund,GER-Bundesliga,1616.0,11.464248105883598,8.460188139230013,3.0040599666535854,19.92443624511361,1,0,1,Balanced,Complete
Nemanja Matić,MF,Lyon,FRA-Ligue 1,2010.0,11.463382076472044,11.054130282253029,0.40925179421901525,22.51751235872507,0,1,1,Architect,Complete
Sergi Altimira,MF,Betis,ESP-La Liga,1972.0,11.457704674452543,9.533348131924868,1.9243565425276756,20.99105280637741,0,1,1,Architect,Complete
Davide Zappacosta,DF,Atalanta,ITA-Serie A,2067.0,11.398830203339458,7.707523886114359,3.6913063172250986,19.106354089453816,4,2,6,Balanced,Complete
Maximilian Eggestein,MF,Freiburg,GER-Bundesliga,2845.0,11.366839273832738,8.970980004407465,2.395859269425273,20.337819278240204,2,0,2,Balanced,Complete
Remo Freuler,MF,Bologna,ITA-Serie A,3204.0,11.353501968085766,8.221530951559544,3.1319710165262222,19.57503291964531,1,2,3,Balanced,Complete
Florian Sotoca,"FW,MF",Lens,FRA-Ligue 1,1794.0,11.264188419096172,6.532251167111099,4.731937251985073,17.79643958620727,1,1,2,Balanced,Complete
Patrick Wimmer,"MF,FW",Wolfsburg,GER-Bundesliga,1770.0,11.253519002348185,6.853250550106168,4.400268452242017,18.106769552454352,3,4,7,Balanced,Complete
Quentin Merlin,DF,Marseille,FRA-Ligue 1,1589.0,11.251935010775924,6.407331058755517,4.844603952020407,17.65926606953144,1,3,4,Balanced,Complete
Pape Matar Sarr,MF,Tottenham,ENG-Premier League,1913.0,11.247560657560824,7.256752958521247,3.9908076990395767,18.504313616082072,3,2,5,Balanced,Complete
Phillipp Mwene,DF,Mainz 05,GER-Bundesliga,2607.0,11.225126663222907,7.020457083359361,4.2046695798635465,18.24558374658227,1,4,5,Balanced,Complete
Robin Gosens,DF,Fiorentina,ITA-Serie A,2521.0,11.139119654893875,7.044390741735697,4.094728913158178,18.183510396629572,5,5,10,Balanced,Complete
Sead Kolašinac,DF,Atalanta,ITA-Serie A,1903.0,11.083419598639011,9.720477867871525,1.3629417307674867,20.803897466510534,0,2,2,Architect,Complete
Alexis Claude-Maurice,"MF,FW",Augsburg,GER-Bundesliga,2109.0,11.06004698574543,5.729791997931898,5.330254987813532,16.789838983677328,9,2,11,Finisher,Complete
Mario Gila,DF,Lazio,ITA-Serie A,2741.0,11.041901929304004,10.882915522903204,0.15898640640079975,21.924817452207208,1,0,1,Architect,Complete
Koke,MF,Atlético Madrid,ESP-La Liga,1926.0,11.016456995159388,9.087679360061884,1.9287776350975037,20.10413635522127,1,1,2,Architect,Complete
Lucas Da Cunha,MF,Como,ITA-Serie A,2613.0,11.007021154277028,8.987369268201292,2.019651886075737,19.994390422478318,3,2,5,Balanced,Complete
Patrick Osterhage,MF,Freiburg,GER-Bundesliga,2267.0,10.987612433731556,7.910030540078878,3.0775818936526775,18.897642973810434,1,0,1,Balanced,Complete
Malo Gusto,DF,Chelsea,ENG-Premier League,1862.0,10.980210773646832,9.03074331022799,1.9494674634188414,20.01095408387482,0,1,1,Architect,Complete
Philipp Treu,"MF,DF",St. Pauli,GER-Bundesliga,2881.0,10.973553114570676,8.870090406388044,2.103462708182631,19.84364352095872,0,2,2,Balanced,Complete
Jens Odgaard,"MF,FW",Bologna,ITA-Serie A,1952.0,10.966926940716805,3.653994394466281,7.312932546250524,14.620921335183086,6,1,7,Finisher,Finisher
Hugo Álvarez,"MF,DF",Celta Vigo,ESP-La Liga,1572.0,10.966527298092842,7.376502707600594,3.5900245904922485,18.343030005693436,4,3,7,Balanced,Complete
Luka Sučić,MF,Real Sociedad,ESP-La Liga,1792.0,10.962948897853494,5.249830558896065,5.713118338957429,16.21277945674956,1,1,2,Finisher,Complete
Raúl Moro,"MF,FW",Valladolid,ESP-La Liga,2341.0,10.957694323733447,3.582897931337357,7.374796392396091,14.540592255070804,4,5,9,Finisher,Finisher
Patrick Cutrone,FW,Como,ITA-Serie A,2047.0,10.929393373429775,2.338491410017013,8.590901963412762,13.267884783446789,7,4,11,Finisher,Finisher
Franck Honorat,FW,Gladbach,GER-Bundesliga,1439.0,10.92656401731074,2.558129455894232,8.368434561416509,13.484693473204972,4,7,11,Finisher,Finisher
Nathan Collins,DF,Brentford,ENG-Premier League,3420.0,10.904047696851194,10.050747162662446,0.8533005341887474,20.95479485951364,2,3,5,Architect,Complete
Jadon Sancho,FW,Chelsea,ENG-Premier League,1764.0,10.85904686525464,5.599680565297604,5.259366299957037,16.458727430552244,3,4,7,Finisher,Complete
Isaac Palazón Camacho,"MF,FW",Rayo Vallecano,ESP-La Liga,2162.0,10.833110814914107,5.453833153471351,5.379277661442757,16.286943968385458,4,4,8,Finisher,Complete
Pape Gueye,MF,Villarreal,ESP-La Liga,2224.0,10.799056436866522,6.800886146724224,3.9981702901422977,17.599942583590746,4,0,4,Balanced,Complete
Gabriel Strefezza,"FW,MF",Como,ITA-Serie A,2619.0,10.79126682691276,4.154899511486292,6.636367315426469,14.946166338399053,6,4,10,Finisher,Finisher
Waldemar Anton,DF,Dortmund,GER-Bundesliga,1949.0,10.76238065958023,9.613812036812304,1.148568622767927,20.376192696392536,2,2,4,Architect,Complete
Iván Martín,MF,Girona,ESP-La Liga,2039.0,10.736840901896358,8.157949836924672,2.5788910649716854,18.89479073882103,1,1,2,Balanced,Complete
Joe Scally,DF,Gladbach,GER-Bundesliga,2578.0,10.68981758505106,9.582948433235288,1.106869151815772,20.272766018286347,0,0,0,Architect,Complete
Dan Burn,DF,Newcastle Utd,ENG-Premier League,3330.0,10.685649447143078,10.075688883662224,0.609960563480854,20.7613383308053,1,1,2,Architect,Complete
Fares Chaïbi,"MF,FW",Eint Frankfurt,GER-Bundesliga,1013.0,10.668474096804855,6.37330824136734,4.295165855437515,17.041782338172197,1,3,4,Balanced,Complete
Leandro Paredes,MF,Roma,ITA-Serie A,1373.0,10.667602295055984,9.504389160312712,1.1632131347432715,20.171991455368698,3,1,4,Architect,Complete
Weston McKennie,"MF,DF",Juventus,ITA-Serie A,2310.0,10.659127198159696,5.942629124969244,4.7164980731904524,16.60175632312894,2,4,6,Balanced,Complete
Bryan Cristante,MF,Roma,ITA-Serie A,2045.0,10.653758198022842,8.618931483477354,2.0348267145454884,19.272689681500196,4,2,6,Balanced,Complete
Hugo Duro,FW,Valencia,ESP-La Liga,2166.0,10.645109824836254,0.9808358121663332,9.664274012669921,11.625945637002587,11,2,13,Finisher,Finisher
Senne Lynen,MF,Werder Bremen,GER-Bundesliga,2733.0,10.628164935857058,9.579863369464874,1.0483015663921833,20.208028305321932,0,1,1,Architect,Complete
Christantus Uche,"FW,MF",Getafe,ESP-La Liga,2486.0,10.609380455687642,4.319228434935212,6.29015202075243,14.928608890622854,4,6,10,Finisher,Finisher
Vincent Sierro,MF,Toulouse,FRA-Ligue 1,2402.0,10.605566969141364,7.885466464795172,2.720100504346192,18.491033433936536,5,1,6,Balanced,Complete
Geoffrey Kondogbia,"DF,MF",Marseille,FRA-Ligue 1,2020.0,10.601371120661495,10.390398096293213,0.21097302436828258,20.991769216954708,0,0,0,Architect,Complete
Andy Diouf,MF,Lens,FRA-Ligue 1,2225.0,10.56933762691915,5.297075832262635,5.272261794656515,15.866413459181786,1,2,3,Finisher,Complete
Jeremy Doku,"FW,MF",Manchester City,ENG-Premier League,1516.0,10.565225437283516,5.700677646324039,4.8645477909594765,16.265903083607554,3,6,9,Balanced,Complete
Lucas Paquetá,"MF,FW",West Ham,ENG-Premier League,2380.0,10.565001223236322,5.704350307583809,4.8606509156525135,16.26935153082013,4,0,4,Balanced,Complete
Azor Matusiwa,MF,Rennes,FRA-Ligue 1,2078.0,10.55186140537262,6.802701540291309,3.7491598650813103,17.35456294566393,1,3,4,Balanced,Complete
Isaac Romero,FW,Sevilla,ESP-La Liga,2156.0,10.549905876629056,1.726088616065681,8.823817260563375,12.275994492694737,4,2,6,Finisher,Finisher
Noussair Mazraoui,DF,Manchester Utd,ENG-Premier League,2838.0,10.547775242477655,9.085838556289673,1.4619366861879826,19.63361379876733,0,1,1,Architect,Complete
Alessio Romagnoli,DF,Lazio,ITA-Serie A,2672.0,10.539792001247406,10.252787809818985,0.28700419142842115,20.79257981106639,2,0,2,Architect,Complete
Ilaix Moriba,MF,Celta Vigo,ESP-La Liga,2132.0,10.528111347928643,7.22747259400785,3.3006387539207935,17.755583941936493,1,1,2,Balanced,Complete
Ali Abdi,"DF,MF",Nice,FRA-Ligue 1,1393.0,10.524317480623722,4.1067142598330975,6.417603220790625,14.63103174045682,5,2,7,Finisher,Finisher
Omari Hutchinson,"MF,FW",Ipswich Town,ENG-Premier League,2583.0,10.518985860049725,4.673843790777028,5.845142069272697,15.192829650826752,3,2,5,Finisher,Complete
Diogo Dalot,DF,Manchester Utd,ENG-Premier League,2814.0,10.50801149662584,8.384668283164501,2.1233432134613395,18.892679779790342,0,3,3,Balanced,Complete
Daniel Mosquera,FW,Hellas Verona,ITA-Serie A,1375.0,10.489193508401511,3.695483503863216,6.793710004538296,14.184677012264727,5,1,6,Finisher,Finisher
Carl Starfelt,DF,Celta Vigo,ESP-La Liga,2270.0,10.488602657802405,10.47849022783339,0.010112429969014514,20.967092885635793,1,0,1,Architect,Complete
Calvin Bassey,DF,Fulham,ENG-Premier League,3074.0,10.457166313193738,10.319827779196205,0.13733853399753393,20.77699409238994,1,0,1,Architect,Complete
Mikel Jauregizar,MF,Athletic Club,ESP-La Liga,2244.0,10.448270935565231,8.638248216360807,1.810022719204424,19.08651915192604,2,1,3,Architect,Complete
Logan Costa,DF,Villarreal,ESP-La Liga,2587.0,10.43460851162672,10.273068852722645,0.16153965890407562,20.707677364349365,2,1,3,Architect,Complete
Himad Abdelli,"MF,FW",Angers,FRA-Ligue 1,2842.0,10.431471198797226,5.458412878215313,4.973058320581913,15.889884077012539,6,1,7,Balanced,Complete
Sergi Darder,"MF,FW",Mallorca,ESP-La Liga,2744.0,10.42331206612289,7.28883396461606,3.1344781015068293,17.71214603073895,2,6,8,Balanced,Complete
Douglas,MF,Nantes,FRA-Ligue 1,2307.0,10.406336123123763,6.2770048305392265,4.129331292584537,16.68334095366299,4,2,6,Balanced,Complete
Alfon,"FW,MF",Celta Vigo,ESP-La Liga,1371.0,10.40202185884118,3.85110298357904,6.550918875262141,14.25312484242022,5,2,7,Finisher,Finisher
Ángel Correa,"FW,MF",Atlético Madrid,ESP-La Liga,805.0,10.365330005064608,3.893400449305773,6.471929555758836,14.258730454370381,4,1,5,Finisher,Finisher
Daniel Vivian,DF,Athletic Club,ESP-La Liga,2608.0,10.329670087434351,9.05257697403431,1.277093113400042,19.38224706146866,4,0,4,Architect,Complete
Tommaso Augello,DF,Cagliari,ITA-Serie A,2713.0,10.314077788963914,7.162536110728979,3.151541678234935,17.476613899692893,0,7,7,Balanced,Complete
Pedro,"FW,MF",Lazio,ITA-Serie A,1102.0,10.305274097248912,4.8102878127247095,5.494986284524202,15.115561909973621,10,1,11,Finisher,Complete
Moïse Bombito,DF,Nice,FRA-Ligue 1,2192.0,10.300597555935385,10.190820388495922,0.10977716743946253,20.491417944431305,0,0,0,Architect,Complete
Philipp Hofmann,FW,Bochum,GER-Bundesliga,2277.0,10.245639266446233,3.2190974690020084,7.026541797444224,13.464736735448241,3,3,6,Finisher,Finisher
Oumar Diakité,FW,Reims,FRA-Ligue 1,1628.0,10.243458840996029,4.357268048450351,5.886190792545678,14.60072688944638,4,1,5,Finisher,Finisher
Oliver McBurnie,FW,Las Palmas,ESP-La Liga,1837.0,10.23814307153225,1.5718960762023926,8.666246995329857,11.810039147734642,3,6,9,Finisher,Finisher
Arnau Martinez,"DF,MF",Girona,ESP-La Liga,2624.0,10.227491691708565,8.097760723903775,2.1297309678047895,18.32525241561234,2,2,4,Balanced,Complete
Philipp Lienhart,DF,Freiburg,GER-Bundesliga,2770.0,10.226965971291063,9.211888525635004,1.0150774456560594,19.43885449692607,1,0,1,Architect,Complete
Osame Sahraoui,"FW,MF",Lille,FRA-Ligue 1,1293.0,10.217228714376688,5.46987983211875,4.747348882257938,15.687108546495438,3,3,6,Balanced,Complete
Yasin Ayari,MF,Brighton,ENG-Premier League,1965.0,10.207828298211098,7.504959750920534,2.7028685472905636,17.712788049131632,2,1,3,Balanced,Complete
Lewis Dunk,DF,Brighton,ENG-Premier League,2083.0,10.19734975323081,10.102785553783178,0.09456419944763184,20.30013530701399,0,0,0,Architect,Complete
Matheus Nunes,"DF,MF",Manchester City,ENG-Premier League,1674.0,10.188475765287876,7.719313248991966,2.46916251629591,17.907789014279842,1,6,7,Balanced,Complete
Georginio Rutter,"MF,FW",Brighton,ENG-Premier League,1656.0,10.18418968655169,2.795816533267498,7.388373153284192,12.980006219819188,5,3,8,Finisher,Finisher
Matteo Ruggeri,DF,Atalanta,ITA-Serie A,1751.0,10.165499176830052,9.297339864075184,0.8681593127548677,19.462839040905237,0,3,3,Architect,Complete
Matteo Gabbia,DF,Milan,ITA-Serie A,2152.0,10.157022289931774,10.14400365203619,0.013018637895584106,20.301025941967964,2,0,2,Architect,Complete
Marc-Oliver Kempf,DF,Como,ITA-Serie A,2615.0,10.118817562237382,9.970695631578565,0.1481219306588173,20.089513193815947,0,0,0,Architect,Complete
Vedat Muriqi,FW,Mallorca,ESP-La Liga,2058.0,10.095736857503653,1.4222737727686765,8.673463084734976,11.518010630272329,7,2,9,Finisher,Finisher
Ola Aina,DF,Nott'ham Forest,ENG-Premier League,2995.0,10.08774260431528,8.546997111290693,1.5407454930245859,18.634739715605974,2,1,3,Architect,Complete
Myron Boadu,FW,Bochum,GER-Bundesliga,1042.0,10.03551159799099,1.1547716669738293,8.88073993101716,11.190283264964819,9,1,10,Finisher,Finisher
Jefferson Lerma,"MF,DF",Crystal Palace,ENG-Premier League,2274.0,10.00641503976658,8.994050413835794,1.0123646259307861,19.000465453602374,0,1,1,Architect,Complete
Fábio Silva,FW,Las Palmas,ESP-La Liga,1866.0,9.964714661240578,2.4896166315302253,7.475098029710352,12.454331292770803,10,3,13,Finisher,Finisher
Matteo Darmian,DF,Inter,ITA-Serie A,1781.0,9.96199467778206,6.824119355529547,3.1378753222525138,16.786114033311605,3,2,5,Balanced,Complete
Antony,FW,Betis,ESP-La Liga,1362.0,9.913269273936749,5.053524797782302,4.859744476154447,14.96679407171905,5,2,7,Balanced,Complete
Jackson Irvine,MF,St. Pauli,GER-Bundesliga,2610.0,9.905083059333265,4.877807507291436,5.027275552041829,14.782890566624701,0,6,6,Finisher,Complete
Youssouf Ndayishimiye,DF,Nice,FRA-Ligue 1,1932.0,9.904364317655563,9.751041492447255,0.1533228252083081,19.65540581010282,3,0,3,Architect,Complete
Sandi Lovrić,MF,Udinese,ITA-Serie A,2308.0,9.900501234456897,5.352557154372335,4.547944080084561,15.253058388829231,2,3,5,Balanced,Complete
Tammy Abraham,FW,Milan,ITA-Serie A,1183.0,9.899299249053,2.1633672695606947,7.735931979492305,12.062666518613694,3,4,7,Finisher,Finisher
Abdoulaye Doucouré,MF,Everton,ENG-Premier League,2564.0,9.89785410836339,4.922197850421071,4.975656257942319,14.820051958784461,3,2,5,Balanced,Complete
Elliot Anderson,MF,Nott'ham Forest,ENG-Premier League,2728.0,9.88364265859127,6.357638165354729,3.5260044932365417,16.241280823946,2,6,8,Balanced,Complete
Thiago Almada,"MF,FW",Lyon,FRA-Ligue 1,951.0,9.874508246779442,7.28525160998106,2.589256636798382,17.159759856760502,1,4,5,Balanced,Complete
Pierre Kalulu,DF,Juventus,ITA-Serie A,2337.0,9.870267361402512,9.1310306340456,0.7392367273569125,19.001297995448112,1,0,1,Architect,Complete
Jonas Wind,"FW,MF",Wolfsburg,GER-Bundesliga,1966.0,9.863119781017303,4.174212370067835,5.688907410949469,14.037332151085138,9,3,12,Finisher,Finisher
Josha Vagnoman,"DF,MF",Stuttgart,GER-Bundesliga,1834.0,9.857273247092962,6.737412739545107,3.1198605075478554,16.59468598663807,1,1,2,Balanced,Complete
Kiko Femenía,DF,Villarreal,ESP-La Liga,2227.0,9.853550355881453,8.824705503880978,1.028844852000475,18.67825585976243,0,1,1,Architect,Complete
