record_type,team,source_player,target_player,connection_strength,avg_x_start,avg_y_start,avg_x_end,avg_y_end,avg_xthreat,progressive_passes,box_entries,pass_distance_avg,connection_id,total_actions,minutes_active,position_variance_x,position_variance_y,xthreat_total
connection,Vancouver,Sebastian Berhalter,Ali Ahmed,4,71.12,46.9,73.52,59.18,0.0725,2,1,22.01,Vancouver_Sebastian Berhalter_Ali Ahmed,,,,,
connection,Vancouver,Sebastian Berhalter,Andrés Cubas,9,44.48,49.5,44.26,57.18,0.0256,0,0,15.82,Vancouver_Sebastian Berhalter_Andrés Cubas,,,,,
connection,Vancouver,Sebastian Berhalter,Brian White,3,64.33,60.57,85.13,51.43,-0.1264,3,2,33.27,Vancouver_Sebastian Berhalter_Brian White,,,,,
connection,Vancouver,Sebastian Berhalter,Emmanuel Sabbi,2,68.55,45.65,73.3,60.35,0.0709,0,0,19.65,Vancouver_Sebastian Berhalter_Emmanuel Sabbi,,,,,
connection,Vancouver,Sebastian Berhalter,Jayden Nelson,2,46.35,37.45,77.05,90.5,0.2904,2,0,61.3,Vancouver_Sebastian Berhalter_Jayden Nelson,,,,,
connection,Vancouver,Sebastian Berhalter,Joedrick Pupe,1,43.6,55.2,52.2,90.9,0.3728,0,0,36.72,Vancouver_Sebastian Berhalter_Joedrick Pupe,,,,,
connection,Vancouver,Sebastian Berhalter,Kenji Cabrera,1,71.7,73.9,77.4,97.7,0.1637,0,0,24.47,Vancouver_Sebastian Berhalter_Kenji Cabrera,,,,,
connection,Vancouver,Sebastian Berhalter,Mathías Laborda,6,52.9,49.52,56.57,77.63,0.1588,1,1,30.03,Vancouver_Sebastian Berhalter_Mathías Laborda,,,,,
connection,Vancouver,Sebastian Berhalter,Ralph Priso,2,56.45,45.65,47.15,50.85,-0.036,0,0,13.35,Vancouver_Sebastian Berhalter_Ralph Priso,,,,,
connection,Vancouver,Sebastian Berhalter,Thomas Müller,3,53.9,59.73,65.6,64.3,0.1375,0,0,22.93,Vancouver_Sebastian Berhalter_Thomas Müller,,,,,
connection,Vancouver,Sebastian Berhalter,Tristan Blackmon,9,51.39,48.98,44.8,40.42,-0.0944,0,0,21.52,Vancouver_Sebastian Berhalter_Tristan Blackmon,,,,,
connection,Vancouver,Sebastian Berhalter,Édier Ocampo,7,55.07,23.76,58.33,5.9,-0.0255,0,0,19.78,Vancouver_Sebastian Berhalter_Édier Ocampo,,,,,
connection,Vancouver,Thomas Müller,Ali Ahmed,7,68.03,91.91,71.5,93.9,-0.0202,0,0,7.63,Vancouver_Thomas Müller_Ali Ahmed,,,,,
connection,Vancouver,Thomas Müller,Andrés Cubas,4,64.18,66.3,57.3,65.05,-0.0216,0,0,7.66,Vancouver_Thomas Müller_Andrés Cubas,,,,,
connection,Vancouver,Thomas Müller,Brian White,3,72.1,66.8,78.03,61.53,-0.0765,1,0,12.98,Vancouver_Thomas Müller_Brian White,,,,,
connection,Vancouver,Thomas Müller,Emmanuel Sabbi,2,84.0,64.35,95.55,67.65,-0.0249,0,0,24.56,Vancouver_Thomas Müller_Emmanuel Sabbi,,,,,
connection,Vancouver,Thomas Müller,Joedrick Pupe,1,42.3,61.5,35.2,82.0,0.0588,0,0,21.69,Vancouver_Thomas Müller_Joedrick Pupe,,,,,
connection,Vancouver,Thomas Müller,Mathías Laborda,1,42.5,77.3,41.0,97.8,0.1681,0,0,20.55,Vancouver_Thomas Müller_Mathías Laborda,,,,,
connection,Vancouver,Thomas Müller,Ryan Gauld,5,55.48,68.14,58.44,67.02,0.0105,1,0,11.19,Vancouver_Thomas Müller_Ryan Gauld,,,,,
connection,Vancouver,Thomas Müller,Sebastian Berhalter,3,68.63,16.57,65.77,21.83,0.008,0,0,13.81,Vancouver_Thomas Müller_Sebastian Berhalter,,,,,
connection,Vancouver,Thomas Müller,Tristan Blackmon,6,59.57,34.52,54.63,35.9,-0.0188,0,0,21.98,Vancouver_Thomas Müller_Tristan Blackmon,,,,,
connection,Vancouver,Thomas Müller,Édier Ocampo,2,45.05,22.8,42.55,19.65,-0.0178,0,0,14.4,Vancouver_Thomas Müller_Édier Ocampo,,,,,
connection,Vancouver,Tristan Blackmon,Andrés Cubas,15,41.79,28.43,44.81,41.47,0.0335,0,0,14.2,Vancouver_Tristan Blackmon_Andrés Cubas,,,,,
connection,Vancouver,Tristan Blackmon,Brian White,2,48.55,31.7,73.75,45.6,0.0317,2,0,29.1,Vancouver_Tristan Blackmon_Brian White,,,,,
connection,Vancouver,Tristan Blackmon,Emmanuel Sabbi,5,52.88,22.94,68.04,17.56,-0.0052,2,0,25.3,Vancouver_Tristan Blackmon_Emmanuel Sabbi,,,,,
connection,Vancouver,Tristan Blackmon,Joedrick Pupe,5,43.64,39.94,43.02,65.26,0.1026,0,0,25.55,Vancouver_Tristan Blackmon_Joedrick Pupe,,,,,
connection,Vancouver,Tristan Blackmon,Mathías Laborda,2,33.95,33.35,39.15,83.4,0.2395,0,0,50.34,Vancouver_Tristan Blackmon_Mathías Laborda,,,,,
connection,Vancouver,Tristan Blackmon,Ralph Priso,4,47.15,40.2,45.03,51.82,0.0339,0,0,11.85,Vancouver_Tristan Blackmon_Ralph Priso,,,,,
connection,Vancouver,Tristan Blackmon,Sebastian Berhalter,10,36.67,42.3,42.89,47.24,0.0355,0,0,12.12,Vancouver_Tristan Blackmon_Sebastian Berhalter,,,,,
connection,Vancouver,Tristan Blackmon,Thomas Müller,5,49.4,38.38,61.64,41.08,0.0249,2,1,24.02,Vancouver_Tristan Blackmon_Thomas Müller,,,,,
connection,Vancouver,Tristan Blackmon,Yohei Takaoka,8,23.46,25.21,14.94,47.92,0.0097,0,0,24.63,Vancouver_Tristan Blackmon_Yohei Takaoka,,,,,
connection,Vancouver,Tristan Blackmon,Édier Ocampo,13,43.52,32.52,48.27,12.05,-0.0318,0,0,22.02,Vancouver_Tristan Blackmon_Édier Ocampo,,,,,
connection,Vancouver,Yohei Takaoka,Andrés Cubas,2,15.5,51.2,30.25,53.0,0.0376,0,0,18.74,Vancouver_Yohei Takaoka_Andrés Cubas,,,,,
connection,Vancouver,Yohei Takaoka,Joedrick Pupe,2,17.2,48.8,25.4,82.1,0.1132,0,0,34.39,Vancouver_Yohei Takaoka_Joedrick Pupe,,,,,
connection,Vancouver,Yohei Takaoka,Mathías Laborda,4,12.88,60.42,31.5,76.78,0.1572,1,0,40.05,Vancouver_Yohei Takaoka_Mathías Laborda,,,,,
connection,Vancouver,Yohei Takaoka,Ralph Priso,8,15.51,49.81,23.46,75.08,0.0851,0,0,26.6,Vancouver_Yohei Takaoka_Ralph Priso,,,,,
connection,Vancouver,Yohei Takaoka,Sebastian Berhalter,4,29.1,50.75,35.8,41.2,-0.0122,0,0,13.86,Vancouver_Yohei Takaoka_Sebastian Berhalter,,,,,
connection,Vancouver,Yohei Takaoka,Tristan Blackmon,9,21.16,46.26,25.57,29.32,-0.0115,0,0,18.05,Vancouver_Yohei Takaoka_Tristan Blackmon,,,,,
connection,Vancouver,Yohei Takaoka,Édier Ocampo,2,14.65,51.8,33.45,6.05,-0.0167,0,0,49.78,Vancouver_Yohei Takaoka_Édier Ocampo,,,,,
connection,Vancouver,Édier Ocampo,Andrés Cubas,3,57.53,15.67,51.13,34.37,0.0445,0,0,20.12,Vancouver_Édier Ocampo_Andrés Cubas,,,,,
connection,Vancouver,Édier Ocampo,Brian White,1,17.1,34.3,55.5,54.2,0.1629,1,0,43.25,Vancouver_Édier Ocampo_Brian White,,,,,
connection,Vancouver,Édier Ocampo,Emmanuel Sabbi,10,57.85,9.52,63.18,6.35,-0.0008,0,1,14.91,Vancouver_Édier Ocampo_Emmanuel Sabbi,,,,,
connection,Vancouver,Édier Ocampo,Ralph Priso,1,37.3,45.7,37.5,57.3,0.0328,0,0,11.6,Vancouver_Édier Ocampo_Ralph Priso,,,,,
connection,Vancouver,Édier Ocampo,Ryan Gauld,1,36.7,9.1,51.8,3.2,0.0078,0,0,16.21,Vancouver_Édier Ocampo_Ryan Gauld,,,,,
connection,Vancouver,Édier Ocampo,Sebastian Berhalter,3,71.77,3.8,66.33,16.77,0.0235,0,0,14.53,Vancouver_Édier Ocampo_Sebastian Berhalter,,,,,
connection,Vancouver,Édier Ocampo,Thomas Müller,4,68.95,7.72,71.97,29.9,0.0271,1,1,22.72,Vancouver_Édier Ocampo_Thomas Müller,,,,,
connection,Vancouver,Édier Ocampo,Tristan Blackmon,10,44.86,9.65,38.1,23.56,0.0102,0,0,19.15,Vancouver_Édier Ocampo_Tristan Blackmon,,,,,
connection,Vancouver,Édier Ocampo,Yohei Takaoka,2,34.95,31.55,18.65,46.2,-0.0168,0,0,23.54,Vancouver_Édier Ocampo_Yohei Takaoka,,,,,
position,Vancouver,Ali Ahmed,,0,63.71,81.41,,,0.0038,0,0,0.0,Vancouver_Ali Ahmed_position,69.0,67.0,17.98,21.29,0.2637
position,Vancouver,Andrés Cubas,,0,49.17,57.53,,,0.0508,0,0,0.0,Vancouver_Andrés Cubas_position,124.0,81.0,16.77,21.35,6.2982
position,Inter Miami,Baltasar Rodríguez,,0,49.46,65.18,,,0.0004,0,0,0.0,Inter Miami_Baltasar Rodríguez_position,37.0,55.0,22.72,29.27,0.0134
position,Vancouver,Brian White,,0,65.31,47.16,,,0.0057,0,0,0.0,Vancouver_Brian White_position,25.0,88.0,27.73,14.78,0.1418
position,Vancouver,Emmanuel Sabbi,,0,65.67,30.2,,,0.0156,0,0,0.0,Vancouver_Emmanuel Sabbi_position,52.0,89.0,20.06,27.07,0.8105
position,Inter Miami,Ian Fray,,0,38.7,10.13,,,0.009,0,0,0.0,Inter Miami_Ian Fray_position,62.0,89.0,19.03,7.05,0.5583
position,Vancouver,Jayden Nelson,,0,59.44,60.86,,,0.0,0,0,0.0,Vancouver_Jayden Nelson_position,5.0,8.0,34.35,42.04,0.0
position,Vancouver,Joedrick Pupe,,0,42.59,67.54,,,0.0891,0,0,0.0,Vancouver_Joedrick Pupe_position,33.0,26.0,17.43,25.04,2.9406
position,Inter Miami,Jordi Alba,,0,39.23,80.91,,,0.0237,0,0,0.0,Inter Miami_Jordi Alba_position,64.0,97.0,24.07,14.95,1.5195
position,Vancouver,Kenji Cabrera,,0,55.7,72.86,,,0.0,0,0,0.0,Vancouver_Kenji Cabrera_position,8.0,10.0,28.92,33.05,0.0
position,Inter Miami,Lionel Messi,,0,62.58,30.59,,,0.0069,0,0,0.0,Inter Miami_Lionel Messi_position,62.0,98.0,20.03,19.49,0.4267
position,Inter Miami,Marcelo Weigandt,,0,28.62,7.8,,,0.0047,0,0,0.0,Inter Miami_Marcelo Weigandt_position,5.0,4.0,22.56,4.4,0.0234
position,Inter Miami,Mateo Silvetti,,0,48.25,65.11,,,0.0158,0,0,0.0,Inter Miami_Mateo Silvetti_position,24.0,75.0,26.15,30.76,0.3788
position,Vancouver,Mathías Laborda,,0,48.51,81.42,,,0.0355,0,0,0.0,Vancouver_Mathías Laborda_position,111.0,91.0,18.03,19.77,3.9356
position,Inter Miami,Maximiliano Falcón,,0,32.15,31.56,,,0.0152,0,0,0.0,Inter Miami_Maximiliano Falcón_position,52.0,87.0,19.51,22.99,0.7927
position,Inter Miami,Noah Allen,,0,22.1,61.71,,,0.0295,0,0,0.0,Inter Miami_Noah Allen_position,54.0,95.0,13.98,20.95,1.5912
position,Vancouver,Ralph Priso,,0,36.31,65.61,,,0.0238,0,0,0.0,Vancouver_Ralph Priso_position,76.0,67.0,16.17,20.28,1.8074
position,Inter Miami,Rocco Ríos Novo,,0,7.75,48.4,,,0.0219,0,0,0.0,Inter Miami_Rocco Ríos Novo_position,60.0,95.0,5.04,15.08,1.3118
position,Inter Miami,Rodrigo De Paul,,0,43.42,32.31,,,0.0251,0,0,0.0,Inter Miami_Rodrigo De Paul_position,70.0,94.0,19.33,22.49,1.759
position,Vancouver,Ryan Gauld,,0,49.97,58.58,,,0.0021,0,0,0.0,Vancouver_Ryan Gauld_position,19.0,26.0,20.49,33.42,0.0397
position,Vancouver,Sebastian Berhalter,,0,53.72,50.01,,,0.0336,0,0,0.0,Vancouver_Sebastian Berhalter_position,110.0,98.0,19.66,27.16,3.6972
position,Inter Miami,Sergio Busquets,,0,37.97,53.26,,,0.0281,0,0,0.0,Inter Miami_Sergio Busquets_position,57.0,98.0,19.98,19.53,1.604
position,Inter Miami,Tadeo Allende,,0,49.29,20.85,,,0.0015,0,0,0.0,Inter Miami_Tadeo Allende_position,46.0,94.0,24.09,13.58,0.0683
position,Inter Miami,Telasco Segovia,,0,44.28,76.22,,,0.0186,0,0,0.0,Inter Miami_Telasco Segovia_position,32.0,43.0,20.95,18.61,0.5955
position,Vancouver,Thomas Müller,,0,63.77,57.63,,,0.0179,0,0,0.0,Vancouver_Thomas Müller_position,76.0,88.0,15.65,29.29,1.3642
position,Vancouver,Tristan Blackmon,,0,42.5,34.73,,,0.0232,0,0,0.0,Vancouver_Tristan Blackmon_position,125.0,97.5,18.51,19.42,2.8981
position,Inter Miami,Yannick Bright,,0,47.17,68.32,,,0.0403,0,0,0.0,Inter Miami_Yannick Bright_position,13.0,18.0,23.2,28.71,0.5233
position,Vancouver,Yohei Takaoka,,0,19.92,52.62,,,0.0349,0,0,0.0,Vancouver_Yohei Takaoka_position,59.0,91.0,9.7,17.02,2.0574
position,Vancouver,Édier Ocampo,,0,46.39,15.13,,,0.0132,0,0,0.0,Vancouver_Édier Ocampo_position,84.0,93.0,24.13,13.86,1.1129
