minute,second,player,team,x,y,end_x,end_y,pass_distance,is_progressive,is_successful,is_cross,is_through_ball,field_zone,pass_length
23,15.0,Maroan Sannadi,Athletic Club,83.5,3.8,84.0,32.9,29.1,False,False,False,False,Attacking_Left,
23,19.0,Pau Cubarsí,Barcelona,21.5,69.6,25.9,60.3,10.3,False,True,False,False,Defensive_Right,
23,22.0,Gavi,Barcelona,27.4,58.4,31.1,71.9,14.0,False,True,False,False,Defensive_Center,
23,44.0,Alejandro Balde,Barcelona,52.6,75.0,47.9,88.4,14.2,False,True,False,False,Middle_Right,
23,48.0,Raphinha,Barcelona,46.9,89.7,36.0,73.5,19.5,False,True,False,False,Middle_Right,
23,50.0,Pau Cubarsí,Barcelona,35.7,72.8,38.7,54.8,18.2,False,True,False,False,Middle_Right,
23,53.0,Gavi,Barcelona,38.7,54.8,38.7,27.5,27.3,False,True,False,False,Middle_Center,
23,56.0,Ronald Araújo,Barcelona,37.5,28.0,60.6,40.4,26.2,True,True,False,False,Middle_Left,
24,20.0,Pedri,Barcelona,59.5,67.5,57.0,91.4,24.0,False,True,False,False,Middle_Right,
24,21.0,Alejandro Balde,Barcelona,57.5,91.2,65.1,92.9,7.8,False,True,False,False,Middle_Right,
24,25.0,Raphinha,Barcelona,66.5,94.1,53.5,86.3,15.2,False,True,False,False,Middle_Right,
24,27.0,Alejandro Balde,Barcelona,54.1,86.6,40.7,68.6,22.4,False,True,False,False,Middle_Right,
24,31.0,Pau Cubarsí,Barcelona,44.3,53.9,47.9,12.1,42.0,False,True,False,False,Middle_Center,
24,33.0,Eric García,Barcelona,47.9,12.2,39.6,29.3,19.0,False,True,False,False,Middle_Left,
24,36.0,Ronald Araújo,Barcelona,38.0,33.7,43.8,39.8,8.4,False,True,False,False,Middle_Center,
24,37.0,Gavi,Barcelona,39.7,41.2,18.2,42.8,21.6,False,True,False,False,Middle_Center,
24,43.0,Iñaki Peña,Barcelona,18.2,42.8,29.6,22.4,23.4,True,True,False,False,Defensive_Center,
24,48.0,Ronald Araújo,Barcelona,32.9,25.6,29.7,39.1,13.9,False,True,False,False,Defensive_Left,
24,52.0,Gavi,Barcelona,30.4,44.2,34.7,50.3,7.5,False,True,False,False,Defensive_Center,
24,55.0,Pedri,Barcelona,35.9,65.7,41.0,90.2,25.0,False,True,False,False,Middle_Center,
24,58.0,Alejandro Balde,Barcelona,41.5,91.8,52.0,95.7,11.2,True,True,False,False,Middle_Right,
24,59.0,Raphinha,Barcelona,48.9,95.9,39.5,95.7,9.4,False,True,False,False,Middle_Right,
25,22.0,Pau Cubarsí,Barcelona,42.6,76.5,50.6,50.4,27.3,False,True,False,False,Middle_Right,
25,24.0,Gavi,Barcelona,50.2,50.4,41.9,72.2,23.3,False,True,False,False,Middle_Center,
25,26.0,Pau Cubarsí,Barcelona,41.9,72.2,46.3,92.9,21.2,False,True,False,False,Middle_Right,
25,29.0,Raphinha,Barcelona,45.7,92.3,44.7,71.0,21.3,False,True,False,False,Middle_Right,
25,31.0,Gavi,Barcelona,44.0,70.1,38.5,33.5,37.0,False,True,False,False,Middle_Right,
25,36.0,Ronald Araújo,Barcelona,55.8,33.1,91.7,72.3,53.2,True,False,False,False,Middle_Left,
26,9.0,Fermín López,Barcelona,99.5,99.5,85.5,90.8,16.5,False,True,False,False,Attacking_Right,
26,11.0,Lamine Yamal,Barcelona,85.5,90.8,76.6,74.3,18.7,False,True,False,False,Attacking_Right,
26,13.0,Pedri,Barcelona,76.5,73.8,77.2,87.0,13.2,False,True,False,False,Attacking_Right,
26,14.0,Lamine Yamal,Barcelona,78.3,87.2,95.2,41.3,48.9,True,False,True,False,Attacking_Right,
26,35.0,Raphinha,Barcelona,99.5,0.5,86.9,11.9,17.0,False,True,False,False,Attacking_Left,
26,37.0,Pedri,Barcelona,86.8,12.8,76.0,28.4,19.0,False,True,False,False,Attacking_Left,
26,41.0,Lamine Yamal,Barcelona,75.9,41.6,74.6,68.7,27.1,False,True,False,False,Attacking_Center,
26,43.0,Fermín López,Barcelona,74.6,68.9,83.4,58.5,13.6,False,False,False,False,Attacking_Right,
27,5.0,Alex Berenguer,Athletic Club,65.0,12.4,60.6,7.9,6.3,False,True,False,False,Middle_Left,
27,6.0,Íñigo Ruíz de Galarreta,Athletic Club,59.6,8.3,59.3,68.6,60.3,False,True,False,False,Middle_Left,
27,12.0,Yuri Berchiche,Athletic Club,60.5,69.6,36.6,65.0,24.3,False,True,False,False,Middle_Right,
27,15.0,Aitor Paredes,Athletic Club,33.3,63.6,33.2,37.0,26.6,False,True,False,False,Defensive_Center,
27,19.0,Unai Núñez,Athletic Club,39.8,34.1,47.5,9.1,26.2,False,True,False,False,Middle_Center,
27,21.0,Óscar De Marcos,Athletic Club,47.2,12.4,32.0,27.1,21.1,False,True,False,False,Middle_Left,
27,24.0,Unai Núñez,Athletic Club,30.7,28.4,29.1,57.6,29.2,False,True,False,False,Defensive_Left,
27,28.0,Aitor Paredes,Athletic Club,35.9,60.9,95.1,98.3,70.0,True,True,False,False,Middle_Center,
27,57.0,Yuri Berchiche,Athletic Club,83.7,100.0,79.2,70.8,29.5,False,True,False,False,Attacking_Right,
27,59.0,Unai Gómez,Athletic Club,79.2,70.8,69.8,60.0,14.3,False,True,False,False,Attacking_Right,
28,2.0,Íñigo Ruíz de Galarreta,Athletic Club,68.1,53.0,76.2,20.2,33.8,False,True,False,False,Attacking_Center,
28,5.0,Óscar De Marcos,Athletic Club,77.4,19.9,95.4,19.9,18.0,True,True,False,False,Attacking_Left,
28,9.0,Alex Berenguer,Athletic Club,93.8,27.1,94.5,41.6,14.5,False,False,True,False,Attacking_Left,
28,13.0,Mikel Jauregizar,Athletic Club,89.7,57.3,96.4,44.0,14.9,False,True,False,False,Attacking_Center,
28,41.0,Iñaki Peña,Barcelona,10.5,50.7,24.4,29.9,25.0,True,True,False,False,Defensive_Center,
28,44.0,Ronald Araújo,Barcelona,35.3,37.3,43.6,47.6,13.2,False,True,False,False,Middle_Center,
28,45.0,Pedri,Barcelona,44.5,48.8,53.9,32.5,18.8,False,True,False,False,Middle_Center,
28,48.0,Gavi,Barcelona,57.6,36.7,76.6,29.3,20.4,True,False,False,False,Middle_Center,
28,51.0,Yuri Berchiche,Athletic Club,20.5,69.6,8.3,50.6,22.6,False,True,False,False,Defensive_Right,
28,52.0,Unai Simón,Athletic Club,8.3,50.6,47.1,87.0,53.2,True,False,False,False,Defensive_Center,
28,55.0,Eric García,Barcelona,53.8,22.6,55.1,31.7,9.2,False,False,False,False,Middle_Left,
28,58.0,Unai Gómez,Athletic Club,50.9,66.2,62.4,73.8,13.8,True,False,False,False,Middle_Center,
28,59.0,Eric García,Barcelona,41.5,22.7,20.5,47.6,32.6,False,True,False,False,Middle_Left,
29,5.0,Iñaki Peña,Barcelona,24.0,42.5,27.7,59.6,17.5,False,True,False,False,Defensive_Center,
29,7.0,Pau Cubarsí,Barcelona,27.7,59.9,35.4,92.7,33.7,False,True,False,False,Defensive_Center,
29,10.0,Alejandro Balde,Barcelona,35.2,90.2,25.2,69.9,22.6,False,True,False,False,Middle_Right,
29,16.0,Pau Cubarsí,Barcelona,24.1,65.9,30.6,27.1,39.3,False,True,False,False,Defensive_Center,
29,25.0,Ronald Araújo,Barcelona,35.1,24.1,19.5,47.3,28.0,False,True,False,False,Middle_Left,
29,29.0,Iñaki Peña,Barcelona,19.5,46.6,31.1,43.0,12.1,True,True,False,False,Defensive_Center,
29,33.0,Pedri,Barcelona,39.5,35.3,48.1,52.7,19.4,False,True,False,False,Middle_Center,
29,34.0,Raphinha,Barcelona,48.1,52.7,41.2,65.4,14.5,False,True,False,False,Middle_Center,
29,37.0,Gavi,Barcelona,41.1,65.9,57.3,92.4,31.1,True,True,False,False,Middle_Center,
29,41.0,Alejandro Balde,Barcelona,46.6,83.0,41.6,63.6,20.0,False,True,False,False,Middle_Right,
29,44.0,Pedri,Barcelona,45.2,56.6,78.8,13.7,54.5,True,False,False,False,Middle_Center,
29,47.0,Yuri Berchiche,Athletic Club,19.8,79.8,30.1,80.7,10.3,True,True,False,False,Defensive_Right,
29,49.0,Nico Williams,Athletic Club,30.6,80.3,21.6,73.7,11.2,False,True,False,False,Defensive_Right,
29,51.0,Aitor Paredes,Athletic Club,24.3,75.8,14.2,95.9,22.5,False,True,False,False,Defensive_Right,
29,53.0,Yuri Berchiche,Athletic Club,18.2,94.8,32.5,54.8,42.5,True,True,False,False,Defensive_Right,
29,55.0,Íñigo Ruíz de Galarreta,Athletic Club,32.5,54.2,40.4,35.3,20.5,False,True,False,False,Defensive_Center,
29,58.0,Maroan Sannadi,Athletic Club,40.9,33.5,39.9,6.7,26.8,False,True,False,False,Middle_Center,
30,27.0,Gavi,Barcelona,42.3,70.4,35.3,60.0,12.5,False,True,False,False,Middle_Right,
30,31.0,Pau Cubarsí,Barcelona,35.2,55.1,37.0,34.6,20.6,False,True,False,False,Middle_Center,
30,35.0,Ronald Araújo,Barcelona,38.9,29.8,43.6,14.6,15.9,False,True,False,False,Middle_Left,
30,37.0,Eric García,Barcelona,41.5,13.0,60.3,11.6,18.9,True,True,False,False,Middle_Left,
30,38.0,Lamine Yamal,Barcelona,59.1,3.9,35.2,22.3,30.2,False,True,False,False,Middle_Left,
30,41.0,Ronald Araújo,Barcelona,34.7,25.1,41.1,39.7,15.9,False,True,False,False,Middle_Left,
30,42.0,Gavi,Barcelona,41.1,39.7,38.6,26.8,13.1,False,True,False,False,Middle_Center,
30,47.0,Ronald Araújo,Barcelona,39.9,33.8,55.9,42.7,18.3,True,True,False,False,Middle_Center,
30,49.0,Fermín López,Barcelona,57.1,42.2,58.2,35.9,6.4,False,False,False,False,Middle_Center,
30,51.0,Aitor Paredes,Athletic Club,34.5,54.6,55.1,55.5,20.6,True,True,False,False,Middle_Center,
30,52.0,Unai Gómez,Athletic Club,55.6,55.2,46.2,62.0,11.6,False,True,False,False,Middle_Center,
30,53.0,Mikel Jauregizar,Athletic Club,46.0,61.7,69.9,82.8,31.9,True,True,False,False,Middle_Center,
31,2.0,Nico Williams,Athletic Club,69.6,95.4,69.8,50.3,45.1,False,True,False,False,Attacking_Right,
31,7.0,Íñigo Ruíz de Galarreta,Athletic Club,72.7,40.9,98.3,23.5,31.0,True,True,False,False,Attacking_Center,
31,10.0,Óscar De Marcos,Athletic Club,98.3,23.5,96.1,40.4,17.0,False,False,True,False,Attacking_Left,
31,12.0,Pau Cubarsí,Barcelona,9.0,67.8,15.5,63.8,7.6,False,True,False,False,Defensive_Right,
31,14.0,Pedri,Barcelona,19.6,55.2,35.4,15.4,42.8,True,True,False,False,Defensive_Center,
31,21.0,Gavi,Barcelona,32.4,19.4,34.7,16.4,3.8,False,True,False,False,Defensive_Left,
31,45.0,Yuri Berchiche,Athletic Club,65.0,100.0,69.2,77.1,23.3,False,True,False,False,Middle_Right,
31,47.0,Unai Gómez,Athletic Club,68.3,77.4,91.5,94.4,28.8,True,True,False,False,Attacking_Right,
31,52.0,Mikel Jauregizar,Athletic Club,90.7,95.3,76.9,97.2,13.9,False,True,False,False,Attacking_Right,
31,57.0,Lamine Yamal,Barcelona,30.3,9.8,27.8,25.1,15.5,False,True,False,False,Defensive_Left,
32,1.0,Pedri,Barcelona,20.9,37.3,4.8,51.6,21.5,False,True,False,False,Defensive_Center,
32,4.0,Iñaki Peña,Barcelona,4.8,51.6,11.3,52.7,6.6,False,True,False,False,Defensive_Center,
32,7.0,Pedri,Barcelona,18.2,47.6,17.1,27.5,20.1,False,True,False,False,Defensive_Center,
32,11.0,Ronald Araújo,Barcelona,19.8,27.2,27.3,41.5,16.1,False,True,False,False,Defensive_Left,
32,17.0,Pedri,Barcelona,33.9,51.3,33.9,68.4,17.1,False,True,False,False,Middle_Center,
32,21.0,Pau Cubarsí,Barcelona,34.8,72.6,63.2,95.7,36.6,True,True,False,False,Middle_Right,
32,23.0,Fermín López,Barcelona,63.2,95.7,72.4,93.0,9.6,False,True,False,False,Middle_Right,
33,13.0,Raphinha,Barcelona,83.4,89.0,91.8,47.8,42.0,False,False,True,False,Attacking_Right,
33,18.0,Lamine Yamal,Barcelona,68.1,49.9,71.0,64.7,15.1,False,True,False,False,Attacking_Center,
33,20.0,Pedri,Barcelona,67.4,64.8,52.9,50.9,20.1,False,True,False,False,Attacking_Center,
33,23.0,Alejandro Balde,Barcelona,52.9,50.9,57.7,35.0,16.6,False,True,False,False,Middle_Center,
33,25.0,Lamine Yamal,Barcelona,57.3,35.0,52.5,46.9,12.8,False,True,False,False,Middle_Center,
33,28.0,Alejandro Balde,Barcelona,51.0,54.5,44.6,72.6,19.2,False,True,False,False,Middle_Center,
33,30.0,Pau Cubarsí,Barcelona,44.6,72.6,47.0,83.0,10.7,False,True,False,False,Middle_Right,
33,34.0,Gavi,Barcelona,48.2,83.3,42.1,66.9,17.5,False,True,False,False,Middle_Right,
33,37.0,Pau Cubarsí,Barcelona,37.2,60.5,46.9,5.8,55.6,False,True,False,False,Middle_Center,
33,41.0,Ronald Araújo,Barcelona,46.9,5.8,43.0,23.9,18.5,False,True,False,False,Middle_Left,
33,43.0,Pedri,Barcelona,43.0,23.9,45.2,28.0,4.7,False,True,False,False,Middle_Left,
33,44.0,Gavi,Barcelona,45.2,28.0,39.4,24.2,6.9,False,True,False,False,Middle_Left,
33,49.0,Pedri,Barcelona,41.5,40.0,38.3,86.7,46.8,False,True,False,False,Middle_Center,
33,53.0,Alejandro Balde,Barcelona,38.3,86.7,44.0,92.4,8.1,False,True,False,False,Middle_Right,
33,55.0,Fermín López,Barcelona,44.0,92.4,44.9,78.3,14.1,False,True,False,False,Middle_Right,
33,57.0,Fermín López,Barcelona,44.9,78.3,43.6,66.9,11.5,False,True,False,False,Middle_Right,
33,59.0,Pedri,Barcelona,43.7,66.2,76.2,48.1,37.2,True,False,False,False,Middle_Center,
34,5.0,Raphinha,Barcelona,90.2,78.2,92.2,36.2,42.0,False,False,True,False,Attacking_Right,
34,46.0,Fermín López,Barcelona,99.5,99.5,97.0,51.0,48.6,False,False,True,False,Attacking_Right,
35,25.0,Unai Simón,Athletic Club,4.8,49.0,62.2,30.7,60.2,True,False,False,False,Defensive_Center,
36,12.0,Alex Berenguer,Athletic Club,69.2,21.2,93.7,48.1,36.4,True,False,True,False,Attacking_Left,
36,22.0,Iñaki Peña,Barcelona,13.1,49.4,13.7,57.2,7.8,False,True,False,False,Defensive_Center,
36,24.0,Pau Cubarsí,Barcelona,14.1,58.5,28.1,52.8,15.1,True,True,False,False,Defensive_Center,
36,29.0,Gavi,Barcelona,29.5,54.9,24.9,69.3,15.1,False,True,False,False,Defensive_Center,
36,35.0,Pau Cubarsí,Barcelona,29.1,62.0,28.6,38.6,23.4,False,True,False,False,Defensive_Center,
36,39.0,Ronald Araújo,Barcelona,28.4,39.1,33.5,13.1,26.5,False,True,False,False,Defensive_Center,
36,42.0,Eric García,Barcelona,33.7,10.3,26.5,27.1,18.3,False,True,False,False,Middle_Left,
36,44.0,Ronald Araújo,Barcelona,26.1,36.5,4.7,48.2,24.4,False,True,False,False,Defensive_Center,
36,50.0,Iñaki Peña,Barcelona,9.3,43.1,9.8,13.7,29.4,False,True,False,False,Defensive_Center,
36,53.0,Ronald Araújo,Barcelona,9.5,11.6,16.1,7.7,7.7,False,True,False,False,Defensive_Left,
36,56.0,Nico Williams,Athletic Club,73.5,94.7,84.5,78.8,19.3,True,False,False,False,Attacking_Right,
36,57.0,Ronald Araújo,Barcelona,16.1,15.8,30.7,20.5,15.3,True,True,False,False,Defensive_Left,
37,4.0,Pedri,Barcelona,28.6,18.4,29.7,10.4,8.1,False,True,False,False,Defensive_Left,
37,5.0,Eric García,Barcelona,29.7,10.4,39.5,22.0,15.2,False,True,False,False,Defensive_Left,
37,8.0,Fermín López,Barcelona,47.3,31.1,68.1,92.3,64.6,True,True,False,False,Middle_Left,
37,15.0,Lamine Yamal,Barcelona,71.3,91.2,67.4,92.0,4.0,False,True,False,False,Attacking_Right,
37,17.0,Alejandro Balde,Barcelona,68.7,90.5,66.1,82.4,8.5,False,True,False,False,Attacking_Right,
37,18.0,Lamine Yamal,Barcelona,66.1,82.8,64.5,76.7,6.3,False,True,False,False,Middle_Right,
37,22.0,Fermín López,Barcelona,65.0,78.3,72.6,94.1,17.5,False,True,False,False,Middle_Right,
37,24.0,Alejandro Balde,Barcelona,72.7,94.1,67.1,87.8,8.4,False,True,False,False,Attacking_Right,
37,25.0,Fermín López,Barcelona,70.5,88.5,68.3,71.7,16.9,False,True,False,False,Attacking_Right,
37,29.0,Pedri,Barcelona,68.7,70.2,57.8,40.6,31.5,False,True,False,False,Attacking_Right,
37,31.0,Ronald Araújo,Barcelona,57.4,40.6,58.7,23.0,17.6,False,True,False,False,Middle_Center,
37,34.0,Eric García,Barcelona,59.3,21.2,68.6,8.2,16.0,False,True,False,False,Middle_Left,
37,39.0,Raphinha,Barcelona,72.5,8.8,66.0,16.0,9.7,False,True,False,False,Attacking_Left,
37,41.0,Eric García,Barcelona,64.0,15.1,85.1,6.8,22.7,True,True,False,False,Middle_Left,
37,49.0,Lamine Yamal,Barcelona,88.1,22.0,92.4,31.9,10.8,False,True,False,False,Attacking_Left,
37,52.0,Pedri,Barcelona,97.3,26.9,94.1,69.5,42.7,False,True,False,False,Attacking_Left,
37,59.0,Alex Berenguer,Athletic Club,3.6,5.0,3.7,20.5,15.5,False,True,False,False,Defensive_Left,
38,1.0,Óscar De Marcos,Athletic Club,3.7,20.2,33.0,6.5,32.3,True,False,False,False,Defensive_Left,
38,8.0,Maroan Sannadi,Athletic Club,36.8,53.6,74.0,92.1,53.5,True,True,False,False,Middle_Center,
38,21.0,Ronald Araújo,Barcelona,32.8,27.8,42.5,19.3,12.9,False,True,False,False,Defensive_Left,
38,22.0,Lamine Yamal,Barcelona,42.7,18.5,38.9,31.6,13.6,False,False,False,False,Middle_Left,
38,25.0,Fermín López,Barcelona,34.8,50.7,30.3,48.5,5.0,False,True,False,False,Middle_Center,
38,26.0,Alejandro Balde,Barcelona,31.3,59.3,33.1,43.1,16.3,False,True,False,False,Defensive_Center,
38,50.0,Ronald Araújo,Barcelona,28.4,37.3,40.9,35.9,12.6,True,True,False,False,Defensive_Center,
38,51.0,Gavi,Barcelona,40.9,35.9,34.0,37.1,7.0,False,True,False,False,Middle_Center,
39,2.0,Ronald Araújo,Barcelona,39.2,39.1,63.6,21.8,29.9,True,True,False,False,Middle_Center,
39,4.0,Fermín López,Barcelona,63.6,21.8,67.5,10.9,11.6,False,True,False,False,Middle_Left,
39,6.0,Lamine Yamal,Barcelona,68.0,10.3,71.2,17.9,8.2,False,True,False,False,Attacking_Left,
39,7.0,Fermín López,Barcelona,71.2,18.4,65.6,7.6,12.2,False,True,False,False,Attacking_Left,
39,8.0,Lamine Yamal,Barcelona,65.4,7.9,83.3,7.6,17.9,True,True,False,False,Middle_Left,
39,14.0,Fermín López,Barcelona,88.0,28.4,90.4,57.8,29.5,False,False,True,False,Attacking_Left,
39,18.0,Unai Gómez,Athletic Club,35.1,40.0,28.8,24.7,16.5,False,True,False,False,Middle_Center,
39,21.0,Alex Berenguer,Athletic Club,30.9,19.7,39.8,4.6,17.5,False,True,False,False,Defensive_Left,
39,23.0,Óscar De Marcos,Athletic Club,39.8,5.0,47.3,0.7,8.6,False,True,False,False,Middle_Left,
39,26.0,Maroan Sannadi,Athletic Club,46.2,6.1,17.2,13.4,29.9,False,True,False,False,Middle_Left,
39,33.0,Unai Núñez,Athletic Club,8.0,4.3,37.7,6.5,29.8,True,False,False,False,Defensive_Left,
39,35.0,Gavi,Barcelona,58.5,86.1,64.6,89.7,7.1,False,True,False,False,Middle_Right,
39,38.0,Alejandro Balde,Barcelona,65.0,89.6,65.0,71.7,17.9,False,True,False,False,Middle_Right,
39,42.0,Pedri,Barcelona,61.0,63.0,53.2,41.0,23.3,False,True,False,False,Middle_Center,
39,45.0,Eric García,Barcelona,54.1,41.3,53.4,65.6,24.3,False,True,False,False,Middle_Center,
39,47.0,Gavi,Barcelona,53.5,57.9,56.0,49.4,8.9,False,True,False,False,Middle_Center,
39,49.0,Pedri,Barcelona,56.2,47.8,51.7,33.2,15.3,False,True,False,False,Middle_Center,
39,51.0,Eric García,Barcelona,51.7,33.2,51.8,50.1,16.9,False,True,False,False,Middle_Left,
39,55.0,Gavi,Barcelona,54.1,49.1,51.5,29.3,20.0,False,True,False,False,Middle_Center,
39,57.0,Eric García,Barcelona,51.5,29.3,60.8,23.9,10.8,False,True,False,False,Middle_Left,
39,59.0,Fermín López,Barcelona,57.9,29.0,44.7,46.4,21.8,False,True,False,False,Middle_Left,
40,2.0,Ronald Araújo,Barcelona,45.3,46.0,57.2,39.1,13.8,True,True,False,False,Middle_Center,
40,2.0,Gavi,Barcelona,55.5,39.2,41.4,45.4,15.4,False,True,False,False,Middle_Center,
40,7.0,Ronald Araújo,Barcelona,45.2,46.6,49.0,54.2,8.5,False,True,False,False,Middle_Center,
40,14.0,Pedri,Barcelona,41.5,31.1,38.8,19.0,12.4,False,True,False,False,Middle_Left,
40,16.0,Eric García,Barcelona,38.1,22.1,30.0,36.5,16.5,False,True,False,False,Middle_Left,
40,24.0,Ronald Araújo,Barcelona,42.2,44.3,46.0,56.0,12.3,False,True,False,False,Middle_Center,
40,26.0,Gavi,Barcelona,51.8,63.3,58.6,89.6,27.2,False,True,False,False,Middle_Center,
40,29.0,Alejandro Balde,Barcelona,58.6,90.2,61.5,94.7,5.4,False,True,False,False,Middle_Right,
40,30.0,Raphinha,Barcelona,61.5,94.7,57.8,87.2,8.4,False,True,False,False,Middle_Right,
40,52.0,Alejandro Balde,Barcelona,44.6,78.7,44.4,43.4,35.3,False,True,False,False,Middle_Right,
40,55.0,Pedri,Barcelona,42.9,32.0,65.5,29.6,22.7,True,True,False,False,Middle_Left,
40,58.0,Fermín López,Barcelona,70.2,33.1,74.0,50.1,17.4,False,True,False,False,Attacking_Left,
41,0.0,Eric García,Barcelona,72.1,47.0,95.7,74.3,36.1,True,True,False,False,Attacking_Center,
41,5.0,Raphinha,Barcelona,96.6,71.1,83.3,62.3,15.9,False,True,False,False,Attacking_Right,
41,45.0,Aitor Paredes,Athletic Club,46.5,51.3,78.5,100.0,58.3,True,False,False,False,Middle_Center,
42,8.0,Eric García,Barcelona,23.0,0.0,22.2,11.8,11.8,False,True,False,False,Defensive_Left,
42,12.0,Pedri,Barcelona,29.4,22.6,33.7,40.4,18.3,False,True,False,False,Defensive_Left,
42,15.0,Fermín López,Barcelona,39.3,59.1,52.1,93.5,36.7,True,True,False,False,Middle_Center,
42,18.0,Raphinha,Barcelona,52.6,91.8,56.3,75.2,17.0,False,False,False,False,Middle_Right,
42,22.0,Alex Berenguer,Athletic Club,34.7,2.0,90.2,23.5,59.5,True,False,False,False,Middle_Left,
42,29.0,Iñaki Peña,Barcelona,11.2,67.5,14.3,75.5,8.6,False,True,False,False,Defensive_Right,
42,32.0,Pau Cubarsí,Barcelona,21.1,73.4,40.4,94.4,28.5,True,True,False,False,Defensive_Right,
42,35.0,Alejandro Balde,Barcelona,40.5,94.4,32.1,91.4,8.9,False,True,False,False,Middle_Right,
42,37.0,Fermín López,Barcelona,32.3,91.2,46.0,75.6,20.8,True,True,False,False,Defensive_Right,
42,38.0,Raphinha,Barcelona,46.0,75.6,44.3,90.6,15.1,False,True,False,False,Middle_Right,
42,40.0,Alejandro Balde,Barcelona,44.7,90.2,44.1,73.7,16.5,False,True,False,False,Middle_Right,
42,42.0,Pedri,Barcelona,44.1,73.7,53.4,71.3,9.6,False,False,False,False,Middle_Right,
43,4.0,Unai Núñez,Athletic Club,47.4,34.4,32.4,57.2,27.3,False,True,False,False,Middle_Center,
43,7.0,Aitor Paredes,Athletic Club,34.3,59.1,42.8,91.2,33.2,False,True,False,False,Middle_Center,
43,12.0,Yuri Berchiche,Athletic Club,57.8,95.1,58.5,98.1,3.1,False,True,False,False,Middle_Right,
43,12.0,Nico Williams,Athletic Club,58.5,98.1,34.6,73.4,34.4,False,True,False,False,Middle_Right,
43,15.0,Aitor Paredes,Athletic Club,34.6,73.4,24.7,55.1,20.8,False,True,False,False,Middle_Right,
43,19.0,Unai Simón,Athletic Club,25.9,53.0,32.4,2.9,50.5,False,True,False,False,Defensive_Center,
43,25.0,Óscar De Marcos,Athletic Club,43.4,5.2,81.5,33.2,47.3,True,True,False,False,Middle_Left,
44,10.0,Iñaki Peña,Barcelona,3.2,54.3,24.1,35.6,28.0,True,True,False,False,Defensive_Center,
44,12.0,Ronald Araújo,Barcelona,24.7,35.0,44.6,17.0,26.8,True,True,False,False,Defensive_Center,
44,16.0,Lamine Yamal,Barcelona,45.6,25.6,87.5,88.2,75.3,True,True,False,False,Middle_Left,
44,26.0,Raphinha,Barcelona,87.6,88.2,71.8,89.0,15.8,False,True,False,False,Attacking_Right,
44,28.0,Alejandro Balde,Barcelona,71.8,89.0,69.9,69.6,19.5,False,True,False,False,Attacking_Right,
44,31.0,Pedri,Barcelona,68.8,67.8,61.0,87.9,21.6,False,True,False,False,Attacking_Right,
44,33.0,Gavi,Barcelona,61.0,87.5,56.1,70.8,17.4,False,True,False,False,Middle_Right,
44,35.0,Pau Cubarsí,Barcelona,56.1,70.8,61.9,59.9,12.3,False,True,False,False,Middle_Right,
44,36.0,Pedri,Barcelona,62.2,59.0,53.7,36.1,24.4,False,True,False,False,Middle_Center,
44,40.0,Ronald Araújo,Barcelona,54.0,34.9,56.5,15.5,19.6,False,True,False,False,Middle_Center,
44,42.0,Eric García,Barcelona,58.4,12.2,64.8,8.0,7.7,False,True,False,False,Middle_Left,
44,44.0,Fermín López,Barcelona,69.5,7.4,61.0,10.4,9.0,False,True,False,False,Attacking_Left,
44,46.0,Eric García,Barcelona,59.0,11.5,61.9,23.0,11.9,False,True,False,False,Middle_Left,
44,47.0,Pedri,Barcelona,61.9,23.0,48.8,12.4,16.9,False,True,False,False,Middle_Left,
44,49.0,Eric García,Barcelona,44.9,13.3,33.7,32.2,22.0,False,True,False,False,Middle_Left,
44,52.0,Ronald Araújo,Barcelona,33.0,33.7,24.1,74.6,41.9,False,True,False,False,Defensive_Center,
44,55.0,Pau Cubarsí,Barcelona,23.7,75.9,29.4,94.1,19.1,False,True,False,False,Defensive_Right,
45,0.0,Alejandro Balde,Barcelona,27.6,84.5,6.7,54.5,36.6,False,True,False,False,Defensive_Right,
45,0.0,Fermín López,Barcelona,49.8,50.4,37.1,46.9,13.2,False,True,False,False,Middle_Center,
45,3.0,Gavi,Barcelona,37.8,46.1,35.9,24.1,22.1,False,True,False,False,Middle_Center,
45,4.0,Iñaki Peña,Barcelona,5.2,55.5,21.3,53.4,16.2,True,True,False,False,Defensive_Center,
45,5.0,Eric García,Barcelona,36.0,23.8,43.5,10.1,15.6,False,True,False,False,Middle_Left,
45,6.0,Pedri,Barcelona,21.2,54.8,33.2,72.9,21.7,True,True,False,False,Defensive_Center,
45,7.0,Lamine Yamal,Barcelona,43.4,10.0,29.0,41.5,34.6,False,True,False,False,Middle_Left,
45,8.0,Robert Lewandowski,Barcelona,36.0,73.2,29.1,76.2,7.5,False,True,False,False,Middle_Right,
45,11.0,Ronald Araújo,Barcelona,29.0,41.5,36.4,49.0,10.5,False,True,False,False,Defensive_Center,
45,12.0,Pedri,Barcelona,36.4,49.0,39.8,27.7,21.6,False,True,False,False,Middle_Center,
45,19.0,Pedri,Barcelona,43.7,38.5,51.4,17.9,22.0,False,True,False,False,Middle_Center,
45,23.0,Fermín López,Barcelona,51.8,16.7,54.4,37.7,21.2,False,True,False,False,Middle_Left,
45,25.0,Pedri,Barcelona,54.7,33.4,43.6,24.5,14.2,False,True,False,False,Middle_Center,
