game_id,period,minute,second,expanded_minute,type,outcome_type,team_id,team,player_id,player,x,y,end_x,end_y,goal_mouth_y,goal_mouth_z,blocked_x,blocked_y,qualifiers,is_touch,is_shot,is_goal,card_type,related_event_id,related_player_id,match_id,data_source,pass_length,is_longball,is_header,is_cross,is_through_ball,shot_body_part,is_assist,field_zone,is_successful,event_type,possession_sequence,next_player,distance_to_goal,pass_distance,event_id,take_ons_in_carry,xthreat,xthreat_gen,is_pre_assist,possession_id,possession_team,is_progressive,is_box_entry,pass_outcome,action_type,zone_id,xg,match_date,opponent,venue,match_id_ws,match_id_us,match_number
1913888,FirstHalf,0.0,39.5,0,Carry,Successful,65,Barcelona,498386.0,Pau Cubarsí,58.6,79.3,55.7,73.0,,,,,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '6.4'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '79.3'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '58.6'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.15'}]",True,,,,,,1913888,whoscored,,False,False,False,False,,False,Middle_Right,True,Carry,9,Pedri,56.36,6.12,18.5,0.0,-0.0891116028799998,0.0,False,11,Barcelona,False,False,,Offensive,12,0.0,2025-09-21,Getafe,Home,1913903,29199,5
1913888,FirstHalf,0.0,41.0,0,Pass,Successful,65,Barcelona,402197.0,Pedri,55.7,73.0,46.2,45.4,,,,,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '46.2'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '21.3'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '45.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.22'}]",True,,,,,,1913888,whoscored,,False,False,False,False,,False,Middle_Right,True,Pass,9,Ronald Araujo,49.91,29.19,,,-0.22542926342,0.0,False,11,Barcelona,False,False,Retention,Offensive,12,0.0,2025-09-21,Getafe,Home,1913903,29199,5
1913888,FirstHalf,0.0,44.0,0,Pass,Successful,65,Barcelona,384711.0,Ronald Araujo,45.4,46.0,44.5,25.2,,,,,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.65'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '25.2'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '14.2'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '44.5'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]",True,,,,,,1913888,whoscored,,False,False,False,False,,False,Middle_Center,True,Pass,9,Eric García,54.75,20.82,,,-0.0522570469999999,0.0,False,11,Barcelona,False,False,Retention,Offensive,8,0.0,2025-09-21,Getafe,Home,1913903,29199,5
1913888,FirstHalf,0.0,46.0,0,Pass,Successful,65,Barcelona,368091.0,Eric García,44.5,25.2,44.6,45.8,,,,,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '44.6'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '45.8'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '14.0'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.56'}]",True,,,,,,1913888,whoscored,,False,False,False,False,,False,Middle_Left,True,Pass,9,Ronald Araujo,60.79,20.6,,,0.0487860592399999,0.0487860592399999,False,11,Barcelona,False,False,Retention,Offensive,7,0.0,2025-09-21,Getafe,Home,1913903,29199,5
1913888,FirstHalf,0.0,47.5,0,Carry,Successful,65,Barcelona,368091.0,Eric García,44.6,45.8,42.8,49.1,,,,,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '44.6'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '45.8'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '14.0'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.56'}]",True,,,,,,1913888,whoscored,,False,False,False,False,,False,Middle_Left,True,Carry,9,Ronald Araujo,60.79,20.6,21.5,0.0,0.0051651204,0.0051651204,False,11,Barcelona,False,False,,Offensive,8,0.0,2025-09-21,Getafe,Home,1913903,29199,5
1913888,FirstHalf,0.0,49.0,0,Pass,Successful,65,Barcelona,384711.0,Ronald Araujo,42.8,49.1,44.8,68.7,,,,,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '44.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '68.7'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '13.5'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.41'}]",True,,,,,,1913888,whoscored,,False,False,False,False,,False,Middle_Center,True,Pass,9,Pau Cubarsí,57.21,19.7,,,0.0995381172,0.0995381172,False,11,Barcelona,False,False,Retention,Offensive,8,0.0,2025-09-21,Getafe,Home,1913903,29199,5
1913888,FirstHalf,0.0,51.0,0,Carry,Successful,65,Barcelona,384711.0,Ronald Araujo,44.8,68.7,55.7,76.6,,,,,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '44.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '68.7'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '13.5'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.41'}]",True,,,,,,1913888,whoscored,,False,False,False,False,,False,Middle_Center,True,Carry,9,Pau Cubarsí,57.21,19.7,22.5,0.0,0.16439205758,0.16439205758,False,11,Barcelona,False,False,,Offensive,9,0.0,2025-09-21,Getafe,Home,1913903,29199,5
1913888,FirstHalf,0.0,53.0,0,Pass,Successful,65,Barcelona,498386.0,Pau Cubarsí,55.7,76.6,66.4,95.9,,,,,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '95.9'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '17.3'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '66.4'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.86'}]",True,,,,,,1913888,whoscored,,False,False,False,False,,False,Middle_Right,True,Pass,9,Alejandro Balde,51.67,22.07,,,0.29143077266,0.29143077266,False,11,Barcelona,False,False,Retention,Offensive,12,0.0,2025-09-21,Getafe,Home,1913903,29199,5
1913888,FirstHalf,0.0,55.0,0,Pass,Successful,65,Barcelona,422938.0,Alejandro Balde,65.5,96.3,69.7,80.9,,,,,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '80.9'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '11.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.11'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '69.7'}]",True,,,,,,1913888,whoscored,,False,False,False,False,,False,Middle_Right,True,Pass,9,Marcus Rashford,57.74,15.96,,,-0.3174960624799999,0.0,False,11,Barcelona,True,False,Retention,Offensive,12,0.0,2025-09-21,Getafe,Home,1913903,29199,5
1913888,FirstHalf,0.0,56.0,0,Pass,Successful,65,Barcelona,300299.0,Marcus Rashford,69.7,80.9,44.2,90.3,,,,,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '44.2'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '27.5'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.91'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '90.3'}]",True,,,,,,1913888,whoscored,,False,False,False,False,,False,Attacking_Right,True,Pass,9,Pau Cubarsí,43.28,27.18,,,-0.0036887290300001,0.0,False,11,Barcelona,False,False,Retention,Offensive,15,0.0,2025-09-21,Getafe,Home,1913903,29199,5
