player_name,league,season,team,nationality,position,age,birth_year,matches_played,matches_started,minutes_played,full_matches_equivalent,goals,assists,goals_plus_assists,non_penalty_goals,penalty_goals,penalty_attempts,yellow_cards,red_cards,G+A-PK,shots,shots_on_target,shots_on_target_pct,shots_per_90,SoT/90,goals_per_shot,goals_per_shot_on_target,avg_shot_distance,passes_completed,passes_attempted,pass_completion_pct,total_pass_distance,progressive_pass_distance,A-xAG,key_passes,passes_final_third,passes_penalty_area,CrsPA,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,interceptions,Tkl+Int,clearances,errors,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Rec,minutes_per_match,Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,2CrdY,Fls,Fld,Off,Crs,tackles_won,PKwon,PKcon,OG,understat_xg_chain,understat_xg_buildup,understat_npxg_plus_xa,understat_key_passes,bdo_year,bdo_player,comp_type,season_used,player,nation,pos,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,expected_goals,non_penalty_expected_goals,expected_assists,non_penalty_xG_plus_xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,xG+xAG,FK,npxG/Sh,G-xG,np:G-xG,expected_assists_alt,progressive_passes,Carries_PrgC,Receiving_Rec,Receiving_PrgR,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,goals_against,GA90,SoTA,Saves,Save%,wins,draws,losses,CS,CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,PSxG,PSxG/SoT,PSxG+/-,/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Club
Robert Lewandowski,GER-Bundesliga,1920,Bayern Munich,POL,FW,30,1988.0,31.0,31.0,2759.0,30.7,34.0,4.0,38.0,29.0,5.0,5.0,5.0,0.0,1.08,133,62,46.6,4.34,2.02,0.22,0.47,13.4,571,796,71.7,7709,1626,-2.6,36,34,45,8,766,23,5,8,8,23,0,0,0,0,0,571,7,32,106,3.46,68,1,17,11,9,0,14,0.46,8,0,4,0,2,0,18,9,3,9,6,3,15,20.0,12,13,1,12,7,25,13,0,1178,14,43,409,738,250,1173,90,58,64.4,32,35.6,768,3989,1623,44,47,81,54,,89.0,90.2,31.0,89,29.0,0.0,,0.0,2.35,89.0,30.0,59.0,1.92,-0.77,0,32,43,17,23,9,1,0,0,39.65042235143483,9.743501517921686,34.67900859005749,36.0,2020,Robert Lewandowski,domestic,19-20,,,,,,,,,,,,,,,,,,,,,,30.7,26.8,6.6,33.5,70.0,91.0,245.0,1.22,2.0,0.2,3.3,2.2,7.1,91.0,70.0,981.0,245.0,79.5,35.0,44.5,1.45,-0.67,61.0,59.0,52.0,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Lewandowski,INT-Champions League,1920,Bayern Munich,POL,FW,30,1988.0,10.0,10.0,886.0,9.8,15.0,6.0,21.0,13.0,2.0,2.0,0.0,0.0,1.93,50,29,58.0,5.08,2.95,0.26,0.45,13.4,198,257,77.0,2394,571,2.8,21,12,17,1,252,3,0,2,0,6,1,0,0,0,0,198,2,9,48,4.88,33,0,2,6,6,1,10,1.02,7,0,1,1,1,0,10,6,2,6,2,2,10,20.0,8,5,0,5,2,12,8,0,383,7,19,120,250,99,381,23,12,52.2,11,47.8,222,1154,537,14,13,15,12,,89.0,89.5,10.0,89,9.0,0.0,,1.0,3.0,39.0,7.0,32.0,3.25,0.65,0,11,16,4,6,6,1,0,0,,,,,2020,Robert Lewandowski,domestic,19-20,,,,,,,,,,,,,,,,,,,,,,14.5,12.9,3.2,16.2,21.0,39.0,87.0,1.8,2.0,0.26,0.5,0.1,2.0,39.0,21.0,294.0,87.0,31.9,9.1,22.8,2.31,0.1,33.0,28.0,27.0,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Lewandowski,GER-DFB-Pokal,1920,Bayern Munich,POL,FW,30,1988.0,5.0,4.0,395.0,4.4,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,1.37,24,11,45.8,5.47,2.51,0.25,0.55,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,79.0,73.1,4.0,88,3.0,1.0,45,0.0,3.0,15.0,5.0,10.0,2.28,3.52,0,3,4,1,3,1,,,0,,,,,2020,Robert Lewandowski,domestic,19-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,5.0,4.0,80.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Lionel Messi,ESP-La Liga,2021,Barcelona,ARG,"FW,MF",33,1987.0,35.0,33.0,3023.0,33.6,30.0,9.0,39.0,27.0,3.0,5.0,4.0,0.0,1.07,191,85,44.5,5.69,2.53,0.14,0.32,19.7,1954,2402,81.3,27676,9454,-0.5,77,246,131,11,2151,228,87,20,14,126,5,99,36,22,0,1954,23,40,241,7.17,141,20,40,12,28,0,34,1.01,21,1,7,3,2,0,18,10,3,9,6,6,17,35.3,11,12,0,12,6,24,0,2,2850,0,64,1133,1687,211,2845,247,159,64.4,88,35.6,2119,13045,7076,222,65,57,87,,86.0,88.4,33.0,89,32.0,2.0,40,0.0,2.06,80.0,35.0,45.0,1.34,0.89,0,22,99,7,126,10,0,0,0,37.906861275434494,20.33736425638199,34.38330502435565,77.0,2021,Lionel Messi,domestic,20-21,,,,,,,,,,,,,,,,,,,,,,22.1,17.8,9.5,27.2,215.0,335.0,263.0,0.94,40.0,0.1,7.9,9.2,13.4,335.0,215.0,2481.0,263.0,66.4,36.5,29.9,0.89,0.26,66.0,7.0,10.0,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lionel Messi,INT-Champions League,2021,Barcelona,ARG,"FW,MF",33,1987.0,6.0,6.0,540.0,6.0,5.0,2.0,7.0,1.0,4.0,5.0,0.0,0.0,0.5,32,15,46.9,5.33,2.5,0.03,0.07,24.1,393,456,86.2,5413,1669,-0.7,23,48,27,3,409,45,18,3,4,19,2,16,6,2,0,393,2,4,54,9.0,37,5,4,2,6,0,7,1.17,4,0,1,0,2,0,5,2,0,2,3,2,7,28.6,5,2,0,2,2,7,0,0,542,0,7,218,324,39,537,45,29,64.4,16,35.6,384,2285,1380,40,14,9,24,,90.0,75.0,6.0,90,6.0,0.0,,0.0,1.67,11.0,10.0,1.0,0.17,-3.33,0,2,12,1,19,2,2,0,0,,,,,2021,Lionel Messi,domestic,20-21,,,,,,,,,,,,,,,,,,,,,,5.9,2.0,2.7,4.6,54.0,69.0,47.0,1.43,8.0,0.06,-0.9,-1.0,2.9,69.0,54.0,447.0,47.0,13.4,11.8,1.6,0.27,-2.66,15.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lionel Messi,ESP-Copa del Rey,2021,Barcelona,ARG,FW,33,1987.0,5.0,5.0,510.0,5.7,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.71,35,17,48.6,6.18,3.0,0.09,0.18,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,102.0,81.0,5.0,102,5.0,0.0,,0.0,2.4,14.0,6.0,8.0,1.41,-0.09,0,3,21,2,29,1,,,0,,,,,2021,Lionel Messi,domestic,20-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karim Benzema,ESP-La Liga,2122,Real Madrid,FRA,FW,33,1987.0,32.0,31.0,2593.0,28.8,27.0,12.0,39.0,20.0,7.0,11.0,0.0,0.0,1.11,117,48,41.0,4.06,1.67,0.17,0.42,16.2,1043,1245,83.8,13822,3030,4.1,62,76,82,1,1175,57,4,6,10,10,2,8,0,0,0,1043,13,30,128,4.45,108,0,12,7,1,0,22,0.77,16,0,5,1,0,0,11,9,5,3,3,2,9,22.2,7,10,0,10,4,15,13,0,1501,15,59,510,942,224,1490,51,36,70.6,15,29.4,976,4819,2440,66,41,35,24,,81.0,75.8,31.0,83,18.0,1.0,31,1.0,2.44,65.0,23.0,42.0,1.46,0.7,0,13,9,31,10,9,0,0,0,28.832715107128024,9.545942708384246,25.491884438320994,62.0,2022,Karim Benzema,domestic,21-22,,,,,,,,,,,,,,,,,,,,,,23.7,15.1,7.9,23.0,88.0,177.0,252.0,1.1,3.0,0.13,3.3,4.9,7.4,177.0,88.0,1275.0,252.0,56.6,28.6,28.0,0.97,1.0,44.0,18.0,30.0,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karim Benzema,INT-Champions League,2122,Real Madrid,FRA,FW,33,1987.0,12.0,12.0,1102.0,12.2,15.0,1.0,16.0,12.0,3.0,3.0,1.0,0.0,1.06,43,20,46.5,3.51,1.63,0.28,0.6,17.4,425,522,81.4,5585,1145,-1.6,19,33,26,2,504,16,0,4,1,10,0,2,0,0,0,425,2,12,48,4.03,40,0,6,1,1,0,7,0.59,5,0,1,0,1,0,3,2,0,2,1,0,7,0.0,7,11,0,11,1,4,11,0,639,12,42,241,362,80,636,26,12,46.2,14,53.8,385,2241,1176,32,14,14,20,,92.0,89.6,12.0,92,8.0,0.0,,0.0,2.0,27.0,13.0,14.0,1.14,0.44,0,2,4,8,10,2,1,0,0,,,,,2022,Karim Benzema,domestic,21-22,,,,,,,,,,,,,,,,,,,,,,8.5,6.1,2.6,8.7,42.0,60.0,86.0,0.93,4.0,0.14,6.5,5.9,2.2,60.0,42.0,535.0,86.0,20.3,18.3,2.0,0.17,0.46,35.0,7.0,9.0,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karim Benzema,ESP-Copa del Rey,2122,Sevilla,NED,DF,26,1994.0,3.0,3.0,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.31,0.0,0.0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,96.0,68.3,3.0,96,1.0,0.0,,0.0,1.33,2.0,3.0,-1.0,-0.31,-2.34,0,5,3,0,1,5,,,0,,,,,2022,Karim Benzema,domestic,21-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lionel Messi,FRA-Ligue 1,2223,Paris S-G,ARG,"FW,MF",35,1987.0,32.0,32.0,2837.0,31.5,16.0,16.0,32.0,16.0,0.0,0.0,0.0,0.0,1.02,129,55,42.6,4.09,1.74,0.12,0.29,18.3,1641,2050,80.0,25475,8767,2.6,93,223,120,2,1867,157,38,58,11,91,2,96,33,37,0,1641,26,63,197,6.25,128,30,18,10,9,2,35,1.11,27,2,3,1,2,0,26,18,1,13,12,11,27,40.7,16,11,0,11,2,28,0,0,2401,5,98,1201,1132,159,2401,184,102,55.4,71,38.6,2053,11482,5063,126,42,52,77,,89.0,83.0,32.0,89,27.0,0.0,,0.0,2.34,77.0,31.0,46.0,1.46,1.0,0,8,36,6,91,18,0,0,0,39.00348609033972,15.89331340789795,32.90335436630994,93.0,2023,Lionel Messi,domestic,22-23,,,,,,,,,,,,,,,,,,,,,,15.5,15.5,13.4,28.9,114.0,300.0,220.0,0.92,20.0,0.12,0.5,0.5,16.2,300.0,114.0,2042.0,220.0,64.7,38.9,25.9,0.82,0.19,75.0,1.0,3.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lionel Messi,INT-Champions League,2223,Paris S-G,ARG,"FW,MF",35,1987.0,7.0,7.0,613.0,6.8,4.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,1.17,23,8,34.8,3.38,1.17,0.17,0.5,18.8,352,413,85.2,4722,1586,1.8,19,40,21,0,384,27,6,8,1,14,1,15,7,5,0,352,2,9,42,6.17,29,5,1,3,4,0,7,1.03,7,0,0,0,0,0,4,4,1,2,1,0,3,0.0,3,3,0,3,3,7,0,0,475,0,23,282,176,21,475,28,14,50.0,11,39.3,422,2326,1110,22,3,9,14,,88.0,85.1,7.0,88,5.0,0.0,,0.0,1.86,15.0,9.0,6.0,0.88,0.88,0,2,16,0,14,4,0,0,0,,,,,2023,Lionel Messi,domestic,22-23,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,2.2,4.8,25.0,53.0,28.0,0.71,4.0,0.11,1.4,1.4,1.9,53.0,25.0,417.0,28.0,9.1,8.8,0.2,0.03,-0.41,18.0,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lionel Messi,FRA-Coupe de France,2223,Paris S-G,ARG,FW,35,1987.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,90.0,33.3,1.0,90,1.0,0.0,,0.0,0.0,1.0,2.0,-1.0,-1.0,-5.5,0,0,1,0,2,0,,,0,,,,,2023,Lionel Messi,domestic,22-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,INT-World Cup,2022,Argentina,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,Lionel Messi,international,2022,Lionel Messi,Argentina,FW,1987.0,7.0,7.0,690.0,7.7,7.0,3.0,10.0,3.0,4.0,5.0,1.0,0.0,0.91,0.39,1.3,0.39,0.78,,,,,29.0,66.0,37.0,,,,,,,,,,,,,,,,,,,,6.6,2.7,2.5,5.2,0.94,0.35,1.3,0.38,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. Paris S-G
Rodri,ENG-Premier League,2324,Manchester City,ESP,MF,27,1996.0,34.0,34.0,2931.0,32.6,8.0,9.0,17.0,8.0,0.0,0.0,8.0,1.0,0.52,62,22,35.5,1.9,0.68,0.13,0.36,20.6,3365,3656,92.0,57256,15766,5.1,49,378,61,0,3572,79,69,15,36,12,6,3,0,0,0,3365,5,22,157,4.82,130,2,8,5,6,6,23,0.71,17,0,3,1,1,1,70,43,25,33,12,29,60,48.3,31,32,8,24,26,96,41,4,3988,114,664,2337,1013,80,3988,64,42,65.6,14,21.9,2513,11575,6408,88,12,23,32,,86.0,85.7,34.0,86,27.0,0.0,,1.0,2.59,87.0,26.0,61.0,1.87,1.69,0,41,35,6,12,43,1,0,0,31.623008400201797,26.291744768619537,9.620317293331027,50.0,2024,Rodri,domestic,23-24,,,,,,,,,,,,,,,,,,,,,,4.1,4.1,3.9,8.0,76.0,376.0,55.0,0.24,0.0,0.07,3.9,3.9,6.1,376.0,76.0,3242.0,55.0,72.0,28.7,43.3,1.33,1.02,235.0,54.0,22.0,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodri,INT-Champions League,2324,Manchester City,ESP,MF,27,1996.0,8.0,8.0,696.0,7.7,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.39,12,4,33.3,1.55,0.52,0.08,0.25,19.0,851,932,91.3,15512,3987,1.0,16,100,15,1,920,10,10,2,10,6,0,0,0,0,0,851,2,5,47,6.35,42,0,2,1,2,0,6,0.81,4,0,0,1,1,0,14,11,6,7,1,9,13,69.2,4,2,0,2,6,20,6,1,989,15,130,592,273,25,989,14,10,71.4,4,28.6,623,3599,2236,34,7,4,5,,87.0,74.8,8.0,87,5.0,0.0,,2.0,2.5,22.0,11.0,11.0,1.42,-0.12,0,9,8,0,6,11,1,0,0,,,,,2024,Rodri,domestic,23-24,,,,,,,,,,,,,,,,,,,,,,0.8,0.8,1.0,1.8,39.0,119.0,21.0,0.24,0.0,0.07,0.2,0.2,1.6,119.0,39.0,863.0,21.0,19.4,5.1,14.2,1.92,0.74,52.0,5.0,5.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodri,ENG-FA Cup,2324,Manchester City,ESP,"MF,DF",27,1996.0,4.0,4.0,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,4,0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,90.0,66.7,4.0,90,4.0,0.0,,2.0,2.25,5.0,2.0,3.0,0.75,-3.75,0,6,4,0,3,5,,,0,,,,,2024,Rodri,domestic,23-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodri,ENG-EFL Cup,2324,Burnley,ENG,FW,34,1989.0,3.0,3.0,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0.0,1.21,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,74.0,82.6,3.0,74,0.0,0.0,,0.0,2.0,4.0,2.0,2.0,0.81,0.81,0,7,1,2,1,2,,,0,,,,,2024,Rodri,domestic,23-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,INT-European Championship,2024,Spain,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Rodri,international,2024,Rodri,Spain,MF,1996.0,6.0,6.0,520.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.17,0.0,0.17,0.17,0.17,,,,,16.0,40.0,10.0,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.7,0.06,0.06,0.12,0.06,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
