player,team,field_x,field_y,minute,second,pass_distance
Ronald Araújo,Barcelona,57.01499999999999,16.796,10,27.0,11.203303128988335
Dani Olmo,Barcelona,67.82999999999998,13.872,10,28.0,7.367589565115588
Frenkie de Jong,Barcelona,68.985,17.136,10,31.0,5.984079628480886
Dani Olmo,Barcelona,64.26,13.464,10,32.0,10.78135061112475
Ronald Araújo,Barcelona,55.650000000000006,18.088,10,34.0,11.615411142099102
Omar El Hilali,Espanyol,24.57,16.592,10,40.0,9.557932883212773
Urko González,Espanyol,29.505000000000003,24.887999999999998,10,41.0,44.62050677659321
Edu Expósito,Espanyol,74.02499999999999,4.760000000000001,11,29.0,30.014418135289585
Wojciech Szczesny,Barcelona,5.25,42.84,11,43.0,17.564677736867253
Ronald Araújo,Barcelona,23.834999999999997,25.568,11,47.0,15.152751862285607
Dani Olmo,Barcelona,40.32,47.123999999999995,11,51.0,20.50467936837834
Raphinha,Barcelona,56.385000000000005,61.336,11,54.0,27.489241531915724
Andreas Christensen,Barcelona,33.18,45.152,11,58.0,27.700083826587964
Ronald Araújo,Barcelona,44.415,23.052,12,5.0,20.649732225866753
Andreas Christensen,Barcelona,42.21,46.512,12,8.0,15.938771878661155
Pedri,Barcelona,58.06499999999999,48.144,12,9.0,14.726690904612614
Andreas Christensen,Barcelona,45.57,38.69199999999999,12,12.0,17.106981761842146
Ronald Araújo,Barcelona,49.455000000000005,22.032,12,15.0,15.010436502647082
Eric García,Barcelona,53.865,7.684,12,18.0,15.763319732848155
Ronald Araújo,Barcelona,46.2,21.896,12,21.0,19.097575657658748
Andreas Christensen,Barcelona,48.614999999999995,45.696000000000005,12,23.0,21.753567431573142
Gerard Martín,Barcelona,59.955000000000005,64.25999999999999,12,25.0,8.871229001666006
Raphinha,Barcelona,68.775,65.212,12,26.0,6.935648852126231
Pedri,Barcelona,72.345,50.864,12,31.0,19.14729769445287
Leandro Cabrera,Espanyol,5.5649999999999995,42.16,13,24.0,7.334984662560645
Joan García,Espanyol,4.095,35.088,13,26.0,42.76170104193706
Javi Puado,Espanyol,29.819999999999997,36.108000000000004,13,32.0,24.845324389107912
Omar El Hilali,Espanyol,39.27,7.208,13,35.0,35.59499999999999
Edu Expósito,Espanyol,81.27,3.808,13,39.0,21.4319197460237
Andreas Christensen,Barcelona,22.259999999999998,54.80799999999999,13,44.0,9.45732144954374
Pedri,Barcelona,39.27,41.752,13,49.0,20.717246535193816
Frenkie de Jong,Barcelona,46.410000000000004,22.304,13,51.0,22.446773398419644
Eric García,Barcelona,70.66499999999999,0.0,14,6.0,23.372975933757342
Ronald Araújo,Barcelona,49.349999999999994,15.435999999999998,14,10.0,17.075409687618045
Andreas Christensen,Barcelona,57.01499999999999,35.836,14,14.0,10.486276746300382
Pedri,Barcelona,66.675,39.916000000000004,14,15.0,7.861007823428244
Andreas Christensen,Barcelona,58.90500000000001,37.331999999999994,14,17.0,7.344750574389856
Pedri,Barcelona,64.26,30.668,14,22.0,21.263978014473206
Eric García,Barcelona,67.935,9.724,14,24.0,10.097484835343899
Lamine Yamal,Barcelona,74.97000000000001,4.760000000000001,14,26.0,7.951100552753692
Eric García,Barcelona,69.51,10.54,14,28.0,10.701270999278545
Frenkie de Jong,Barcelona,68.775,21.216,14,29.0,8.058574625825585
Pedri,Barcelona,76.23,18.156000000000002,14,31.0,5.04759784451971
Dani Olmo,Barcelona,73.92,13.668000000000001,14,32.0,7.893085581697439
Lamine Yamal,Barcelona,76.44,6.188,14,33.0,8.043703686735357
Pedri,Barcelona,77.49,14.212,14,35.0,12.329136385002812
Gerard Martín,Barcelona,48.93,49.436,15,12.0,9.663828640864859
Dani Olmo,Barcelona,58.589999999999996,49.164,15,12.0,7.079491789669648
Gerard Martín,Barcelona,54.6,55.012,15,13.0,9.875713442582256
Dani Olmo,Barcelona,62.265,48.212,15,14.0,8.067604911000547
Edu Expósito,Espanyol,38.115,64.25999999999999,15,22.0,25.524059728029155
Roberto Fernández,Espanyol,63.419999999999995,63.988,15,25.0,8.604353549221464
Edu Expósito,Espanyol,56.489999999999995,58.888,15,26.0,29.49432358946379
Eric García,Barcelona,31.5,0.0,16,53.0,10.986637747737023
Ronald Araújo,Barcelona,37.38,11.152,16,54.0,9.746707341456396
Dani Olmo,Barcelona,48.614999999999995,15.844000000000001,16,58.0,16.449768995338513
Lamine Yamal,Barcelona,64.575,4.352,17,5.0,7.4800781413030695
Eric García,Barcelona,57.120000000000005,3.74,17,6.0,13.039866908830021
Ronald Araújo,Barcelona,47.03999999999999,12.376,17,9.0,21.278950726010905
Andreas Christensen,Barcelona,50.19,36.652,17,12.0,17.085004214222483
Pedri,Barcelona,65.52,42.84,17,14.0,20.852723778921536
Gerard Martín,Barcelona,66.045,61.404,17,16.0,14.053101579366752
Andreas Christensen,Barcelona,56.489999999999995,50.864,17,19.0,9.022739329050799
Pedri,Barcelona,66.15,56.236000000000004,17,22.0,15.37682441208196
Raphinha,Barcelona,79.90499999999999,64.396,17,25.0,22.371440744842513
Eric García,Barcelona,64.89,21.624,17,30.0,20.092605605047847
Lamine Yamal,Barcelona,80.535,9.995999999999999,17,33.0,18.50344943517289
Frenkie de Jong,Barcelona,79.90499999999999,43.656,17,38.0,
Raphinha,Barcelona,81.27,52.156,17,40.0,16.172470714148787
Pedri,Barcelona,66.675,38.69199999999999,17,46.0,6.535260974131026
Frenkie de Jong,Barcelona,69.3,43.52,17,50.0,6.968644057490671
Pedri,Barcelona,63.525,40.187999999999995,17,51.0,7.879201990049497
Andreas Christensen,Barcelona,56.385000000000005,42.908,17,53.0,20.99212711947029
Ronald Araújo,Barcelona,59.849999999999994,21.828,17,56.0,11.347406091261561
Dani Olmo,Barcelona,68.67,16.048000000000002,17,59.0,10.349701493279893
Eric García,Barcelona,66.99,5.848,18,0.0,29.208354969083764
Joan García,Espanyol,15.959999999999999,34.272,18,9.0,13.666927233288392
Gerard Martín,Barcelona,63.525,44.88,18,13.0,13.272893429844142
Raphinha,Barcelona,76.02000000000001,49.775999999999996,18,15.0,10.272830622569419
Marash Kumbulla,Espanyol,26.355,32.571999999999996,18,17.0,
Dani Olmo,Barcelona,70.66499999999999,34.816,18,21.0,16.628056891892076
Ronald Araújo,Barcelona,55.755,30.532,18,25.0,14.884123219054585
Frenkie de Jong,Barcelona,65.31,42.024,18,30.0,22.39975973085426
Dani Olmo,Barcelona,59.63999999999999,22.508000000000003,18,34.0,17.0670771076948
Andreas Christensen,Barcelona,57.01499999999999,39.372,18,36.0,28.268867398606552
Gerard Martín,Barcelona,70.03500000000001,64.464,18,40.0,18.804559260987748
Andreas Christensen,Barcelona,57.225,48.007999999999996,18,42.0,20.134845641325384
Ronald Araújo,Barcelona,63.525,29.24,18,47.0,12.991025979498312
Andreas Christensen,Barcelona,61.635000000000005,45.152,18,50.0,15.305439033232584
Pedri,Barcelona,81.58500000000001,52.767999999999994,18,53.0,14.083411660531679
Joan García,Espanyol,4.83,33.66,19,26.0,52.92905751097407
Ronald Araújo,Barcelona,30.134999999999998,28.696,19,31.0,17.69730829815653
Wojciech Szczesny,Barcelona,10.709999999999999,33.388,19,35.0,17.2337952871676
Antoniu Roca,Espanyol,102.16499999999999,2.5160000000000005,19,44.0,
Gerard Martín,Barcelona,9.135,68.0,20,4.0,23.970226865843387
Frenkie de Jong,Barcelona,32.97,55.352000000000004,20,10.0,24.757536307153025
Ronald Araújo,Barcelona,24.990000000000002,31.28,20,12.0,29.29724084278245
Eric García,Barcelona,46.725,9.724,20,15.0,13.729936489292287
Pedri,Barcelona,48.825,12.648000000000001,20,27.0,11.63948882039069
Lamine Yamal,Barcelona,59.114999999999995,7.208,20,28.0,6.9260519778586636
Pedri,Barcelona,54.285000000000004,12.376,20,31.0,14.159798338959495
Ronald Araújo,Barcelona,50.714999999999996,30.736,20,34.0,14.594967660121757
Raphinha,Barcelona,61.425,29.308,20,38.0,13.341233076443869
Pedri,Barcelona,61.214999999999996,11.831999999999999,20,41.0,11.30539167830996
Lamine Yamal,Barcelona,67.62,2.5160000000000005,20,43.0,6.704985085740314
Eric García,Barcelona,62.055,6.256,20,45.0,16.795004286989627
Ronald Araújo,Barcelona,61.635000000000005,23.12,20,50.0,7.8052782781909675
Dani Olmo,Barcelona,69.08999999999999,25.432,20,51.0,8.170104099703986
Ronald Araújo,Barcelona,62.894999999999996,27.608,20,55.0,16.759968048895555
Andreas Christensen,Barcelona,58.48500000000001,45.492000000000004,20,58.0,13.917975750805152
Ronald Araújo,Barcelona,55.230000000000004,31.959999999999997,21,2.0,15.983104360542729
Andreas Christensen,Barcelona,57.120000000000005,50.25200000000001,21,4.0,24.852074863077323
Gerard Martín,Barcelona,76.965,65.212,21,6.0,14.844989760858722
Andreas Christensen,Barcelona,64.155,58.275999999999996,21,8.0,8.133183939884791
Pedri,Barcelona,66.045,53.992000000000004,21,12.0,39.37424010695318
Eric García,Barcelona,66.255,12.648000000000001,21,15.0,10.587319963050142
Lamine Yamal,Barcelona,76.44,6.188,21,18.0,17.174469686135865
Eric García,Barcelona,100.58999999999999,4.0120000000000005,21,22.0,28.36213137265957
Carlos Romero,Espanyol,44.31,68.0,21,53.0,15.168309068581117
Ronald Araújo,Barcelona,42.105000000000004,0.0,22,2.0,21.927914264699236
Andreas Christensen,Barcelona,56.385000000000005,31.348000000000003,22,15.0,12.430124054087317
Ronald Araújo,Barcelona,58.90500000000001,19.176,22,18.0,22.65684375635758
Lamine Yamal,Barcelona,84.94500000000001,4.827999999999999,22,28.0,23.224663097664095
Ronald Araújo,Barcelona,63.735,13.804,22,30.0,17.51412575608614
Andreas Christensen,Barcelona,63.945,32.368,22,35.0,17.83161868704016
Frenkie de Jong,Barcelona,47.145,35.904,22,59.0,11.146127982398191
Robert Lewandowski,Barcelona,55.96499999999999,43.656,23,2.0,17.77885488438442
Gerard Martín,Barcelona,36.224999999999994,60.24799999999999,23,5.0,7.77743530992062
Urko González,Espanyol,60.480000000000004,4.556,23,7.0,
Gerard Martín,Barcelona,43.364999999999995,68.0,23,13.0,19.731518846758853
Andreas Christensen,Barcelona,34.86,50.66,23,16.0,9.799555908305233
Frenkie de Jong,Barcelona,44.73,47.327999999999996,23,18.0,13.430496789024607
Pedri,Barcelona,59.114999999999995,48.212,23,21.0,14.439823406122397
Raphinha,Barcelona,68.985,37.672,23,21.0,47.84358850462619
Andreas Christensen,Barcelona,40.11,60.724000000000004,23,31.0,19.25964612862864
Frenkie de Jong,Barcelona,48.510000000000005,36.856,23,34.0,25.950627044447305
Eric García,Barcelona,55.86,11.968000000000002,23,37.0,15.685468944217128
Lamine Yamal,Barcelona,69.72,4.6240000000000006,23,38.0,13.676985194113508
Eric García,Barcelona,56.7,7.888,23,40.0,13.81717051353134
Raphinha,Barcelona,68.985,14.212,23,41.0,17.998252026238543
Ronald Araújo,Barcelona,54.495000000000005,24.887999999999998,23,43.0,9.17124310003829
Frenkie de Jong,Barcelona,62.894999999999996,37.06,23,48.0,27.7693904146274
Gerard Martín,Barcelona,73.28999999999999,68.0,23,56.0,17.618878539793606
Andreas Christensen,Barcelona,61.845,56.032000000000004,24,2.0,16.543296406702023
Raphinha,Barcelona,72.345,43.248,24,3.0,17.2907779177225
Ronald Araújo,Barcelona,58.275000000000006,30.464,24,6.0,20.131244993790123
Eric García,Barcelona,65.1,12.376,24,8.0,13.778034729234799
Carlos Romero,Espanyol,32.339999999999996,68.0,24,31.0,16.729134137784897
Pedri,Barcelona,71.19,33.932,24,37.0,17.311644202674692
Javi Puado,Espanyol,27.405,48.96,24,42.0,23.563310124004225
Joan García,Espanyol,16.38,31.483999999999998,25,9.0,44.57670603577613
Andreas Christensen,Barcelona,24.36,49.232000000000006,25,19.0,23.113596345008713
Pedri,Barcelona,61.739999999999995,61.74399999999999,25,24.0,12.978833884444333
Gerard Martín,Barcelona,74.44500000000001,64.396,25,24.0,11.651206332393233
Antoniu Roca,Espanyol,34.86,7.276,25,28.0,13.892428009530953
Carlos Romero,Espanyol,68.775,68.0,25,41.0,18.735410990955064
Roberto Fernández,Espanyol,76.86,50.864,25,44.0,5.727420361733554
Carlos Romero,Espanyol,77.175,50.796,25,46.0,22.307954097137642
Edu Expósito,Espanyol,77.59500000000001,28.491999999999997,25,48.0,25.25184114079604
Pedri,Barcelona,5.3549999999999995,65.348,26,2.0,14.75761122268777
Frenkie de Jong,Barcelona,43.995,42.84,26,10.0,7.690453887775419
Andreas Christensen,Barcelona,38.010000000000005,38.48800000000001,26,47.0,21.27861837620102
Pedri,Barcelona,60.58500000000001,55.556000000000004,26,50.0,8.864649795677197
Gerard Martín,Barcelona,58.90500000000001,64.25999999999999,26,52.0,19.46300143862708
Andreas Christensen,Barcelona,48.93,47.396,26,54.0,21.15543960781718
Ronald Araújo,Barcelona,59.010000000000005,20.604,26,58.0,10.926163828169503
Dani Olmo,Barcelona,68.25,17.136,27,16.0,7.506227814288615
Frenkie de Jong,Barcelona,66.255,23.868000000000002,27,20.0,18.002346958105207
Pedri,Barcelona,73.28999999999999,47.396,27,23.0,18.564778371960173
Gerard Martín,Barcelona,85.365,62.152,27,26.0,21.866065238172133
Andreas Christensen,Barcelona,66.36,45.967999999999996,27,29.0,20.452894660658664
Ronald Araújo,Barcelona,63.629999999999995,24.14,27,32.0,25.263702341501737
Lamine Yamal,Barcelona,78.225,11.22,27,38.0,10.240878868534669
Ronald Araújo,Barcelona,68.565,14.62,27,40.0,22.156051656375965
Andreas Christensen,Barcelona,68.04,41.208,27,42.0,19.582457072594337
Gerard Martín,Barcelona,74.55,58.412000000000006,27,46.0,10.675477741066207
Andreas Christensen,Barcelona,68.25,47.123999999999995,27,48.0,31.971081073370033
Lamine Yamal,Barcelona,74.02499999999999,14.075999999999999,27,51.0,15.669966687903335
Eric García,Barcelona,84.83999999999999,5.168,27,55.0,16.68629021082877
Lamine Yamal,Barcelona,67.62,7.48,27,58.0,20.861109294570113
Pedri,Barcelona,84.10499999999999,20.264,27,59.0,6.639731621082274
Dani Olmo,Barcelona,82.005,23.528000000000002,28,1.0,8.824692629208112
Robert Lewandowski,Barcelona,85.67999999999999,31.688000000000002,28,1.0,4.086753723923176
Dani Olmo,Barcelona,85.57499999999999,35.428000000000004,28,3.0,12.808477817445763
Pol Lozano,Espanyol,40.425000000000004,26.791999999999998,28,41.0,12.036562466086401
Gerard Martín,Barcelona,44.1,65.89200000000001,28,45.0,
Omar El Hilali,Espanyol,51.449999999999996,0.0,28,56.0,22.06610706490839
Marash Kumbulla,Espanyol,32.13,11.696,29,0.0,19.865727497375975
Leandro Cabrera,Espanyol,23.205000000000002,29.444,29,1.0,14.293185649112658
Roberto Fernández,Espanyol,62.265,41.956,29,12.0,14.410309677449684
Urko González,Espanyol,50.505,30.328,29,15.0,27.144410548029956
Gerard Martín,Barcelona,24.044999999999998,62.62799999999999,29,22.0,10.499425174741713
Pedri,Barcelona,33.6,58.275999999999996,29,24.0,6.085798550724468
Gerard Martín,Barcelona,34.86,63.376000000000005,29,27.0,17.784558723791836
Andreas Christensen,Barcelona,37.8,38.48800000000001,29,35.0,10.72310477427131
Pedri,Barcelona,58.589999999999996,12.376,29,41.0,7.138629070066603
Eric García,Barcelona,55.335,11.56,29,46.0,12.601119950226648
Pedri,Barcelona,65.415,3.4000000000000004,29,48.0,4.893195377256055
Lamine Yamal,Barcelona,63.629999999999995,7.9559999999999995,29,49.0,28.777041004940024
Eric García,Barcelona,38.115,16.592,29,56.0,14.5446931903014
Lamine Yamal,Barcelona,19.005000000000003,5.032000000000001,30,5.0,20.495746509946887
Wojciech Szczesny,Barcelona,6.195,23.12,30,14.0,30.851266683881878
Andreas Christensen,Barcelona,45.885000000000005,44.608,30,23.0,21.348764109427975
Dani Olmo,Barcelona,58.69499999999999,24.548,30,28.0,17.830269207165664
Andreas Christensen,Barcelona,58.69499999999999,43.316,30,32.0,19.736116740635683
Dani Olmo,Barcelona,68.04,21.012,30,36.0,17.260962458681146
Eric García,Barcelona,71.92500000000001,5.644,30,38.0,20.60555966238239
Frenkie de Jong,Barcelona,65.31,27.811999999999998,30,42.0,6.0930059084166315
Pedri,Barcelona,70.455,31.076,30,43.0,5.944072677886775
Frenkie de Jong,Barcelona,65.625,34.68,30,45.0,10.914816764380427
Urko González,Espanyol,39.165,37.128,31,29.0,6.110498833974192
Gerard Martín,Barcelona,58.38,62.62799999999999,31,38.0,10.281412792024248
Pedri,Barcelona,60.9,46.036,31,42.0,17.883162164449548
Ronald Araújo,Barcelona,60.480000000000004,24.752,31,46.0,8.566354884079928
Frenkie de Jong,Barcelona,71.61,39.168000000000006,31,51.0,8.2845661322727
Pedri,Barcelona,69.19500000000001,39.711999999999996,31,55.0,31.13420145113729
Lamine Yamal,Barcelona,75.81,17.748,32,1.0,7.000080070970612
Joan García,Espanyol,9.135,46.852000000000004,32,15.0,21.22091807627558
Carlos Romero,Espanyol,39.27,58.344,32,25.0,13.166125056370992
Pol Lozano,Espanyol,33.81,46.512,32,26.0,12.388369545666619
Frenkie de Jong,Barcelona,29.084999999999997,3.5360000000000005,32,31.0,13.583351022483376
Ronald Araújo,Barcelona,42.63,4.556,32,33.0,7.507680334164476
Pedri,Barcelona,39.165,12.851999999999999,32,35.0,22.843264565293644
Gerard Martín,Barcelona,32.97,39.507999999999996,32,39.0,17.542499707852354
Frenkie de Jong,Barcelona,49.875,19.38,32,45.0,24.25403133501727
Carlos Romero,Espanyol,28.875000000000004,52.972,32,54.0,11.26989352212344
Leandro Cabrera,Espanyol,42.21,45.083999999999996,33,29.0,23.656775858091905
Joan García,Espanyol,22.365,33.592,33,33.0,15.712235868901663
Marash Kumbulla,Espanyol,28.560000000000002,23.528000000000002,33,38.0,8.904603809266302
Pol Lozano,Espanyol,32.339999999999996,30.668,33,39.0,19.753795204972636
Omar El Hilali,Espanyol,35.385000000000005,7.208,33,43.0,15.239969028839923
Marash Kumbulla,Espanyol,29.084999999999997,20.128000000000004,33,48.0,20.781924862726257
Joan García,Espanyol,13.335,32.571999999999996,33,51.0,20.061099172278666
Frenkie de Jong,Barcelona,29.400000000000002,55.352000000000004,33,58.0,12.543837371394755
Gerard Martín,Barcelona,37.8,64.66799999999999,34,0.0,7.43851705651066
Omar El Hilali,Espanyol,56.28,0.0,34,9.0,36.88637688903588
Omar El Hilali,Espanyol,99.435,0.0,34,52.0,12.998989537652536
Antoniu Roca,Espanyol,90.3,9.044,34,53.0,10.42187742203871
Omar El Hilali,Espanyol,101.22000000000001,10.88,34,55.0,61.24062194328207
Frenkie de Jong,Barcelona,23.834999999999997,25.636,35,17.0,9.494859451303114
Dani Olmo,Barcelona,28.769999999999996,17.816000000000003,35,19.0,14.313198943632417
Eric García,Barcelona,31.709999999999997,3.808,35,20.0,7.989408989405918
Lamine Yamal,Barcelona,39.27,6.392,35,21.0,7.637130416589731
Eric García,Barcelona,37.065,19.040000000000003,35,24.0,11.437062559940818
Marash Kumbulla,Espanyol,66.885,48.892,35,28.0,8.638450381868267
Andreas Christensen,Barcelona,37.695,26.656000000000002,35,30.0,
Robert Lewandowski,Barcelona,41.685,20.195999999999998,35,31.0,4.609191252269752
Frenkie de Jong,Barcelona,41.894999999999996,24.208000000000002,35,32.0,6.0011706358009835
Dani Olmo,Barcelona,47.669999999999995,28.696,35,34.0,15.2433306399881
Pedri,Barcelona,80.745,39.916000000000004,35,42.0,17.902056892994167
Joan García,Espanyol,4.725,26.86,36,13.0,23.992778100920287
Omar El Hilali,Espanyol,15.120000000000001,5.848,36,15.0,15.486307371352286
Marash Kumbulla,Espanyol,7.9799999999999995,19.244000000000003,36,18.0,40.59556380936223
Roberto Fernández,Espanyol,47.565,30.871999999999996,36,21.0,11.696067031271658
Omar El Hilali,Espanyol,57.855000000000004,14.212,37,9.0,12.789903244356458
Ronald Araújo,Barcelona,30.240000000000002,36.24399999999999,37,12.0,8.40459303000448
Frenkie de Jong,Barcelona,47.25,28.356,37,16.0,19.060387089458594
Dani Olmo,Barcelona,63.0,44.74399999999999,37,18.0,15.293067187454582
Pedri,Barcelona,75.6,37.876000000000005,37,28.0,19.51049012710855
Gerard Martín,Barcelona,81.58500000000001,54.74,37,30.0,16.47730123533584
Gerard Martín,Barcelona,79.485,68.0,37,40.0,12.301658587361297
Andreas Christensen,Barcelona,68.775,61.94799999999999,37,42.0,5.7018383877482846
Pedri,Barcelona,73.185,57.936,37,43.0,29.580359176318332
Ronald Araújo,Barcelona,53.655,38.216,37,48.0,14.627234906160494
