team_name,league,season,official_team_name,players_used,Age,Poss,matches_played,matches_started,minutes_played,full_matches_equivalent,goals,assists,goals_plus_assists,non_penalty_goals,penalty_goals,penalty_attempts,yellow_cards,red_cards,expected_goals,non_penalty_expected_goals,expected_assists,non_penalty_xG_plus_xAG,Progression_PrgC,Progression_PrgP,G+A-PK,xG+xAG,url,opponent_players_used,opponent_Age,opponent_Poss,opponent_MP,opponent_Starts,opponent_Min,opponent_90s,opponent_Gls,opponent_Ast,opponent_G+A,opponent_G-PK,opponent_PK,opponent_PKatt,opponent_CrdY,opponent_CrdR,opponent_xG,opponent_npxG,opponent_xAG,opponent_npxG+xAG,opponent_Progression_PrgC,opponent_Progression_PrgP,opponent_G+A-PK,opponent_xG+xAG,opponent_url,shots,shots_on_target,shots_on_target_pct,shots_per_90,SoT/90,goals_per_shot,goals_per_shot_on_target,avg_shot_distance,FK,npxG/Sh,G-xG,np:G-xG,opponent_Sh,opponent_SoT,opponent_SoT%,opponent_Sh/90,opponent_SoT/90,opponent_G/Sh,opponent_G/SoT,opponent_Dist,opponent_FK,opponent_npxG/Sh,opponent_G-xG,opponent_np:G-xG,passes_completed,passes_attempted,pass_completion_pct,total_pass_distance,progressive_pass_distance,expected_assists_alt,A-xAG,key_passes,passes_final_third,passes_penalty_area,CrsPA,progressive_passes,opponent_Cmp,opponent_Att,opponent_Cmp%,opponent_TotDist,opponent_PrgDist,opponent_xA,opponent_A-xAG,opponent_KP,opponent_1/3,opponent_PPA,opponent_CrsPA,opponent_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,opponent_Pass Types_Live,opponent_Pass Types_Dead,opponent_Pass Types_FK,opponent_Pass Types_TB,opponent_Pass Types_Sw,opponent_Pass Types_Crs,opponent_Pass Types_TI,opponent_Pass Types_CK,opponent_Corner Kicks_In,opponent_Corner Kicks_Out,opponent_Corner Kicks_Str,opponent_Outcomes_Cmp,opponent_Outcomes_Off,opponent_Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,opponent_SCA_SCA,opponent_SCA_SCA90,opponent_SCA Types_PassLive,opponent_SCA Types_PassDead,opponent_SCA Types_TO,opponent_SCA Types_Sh,opponent_SCA Types_Fld,opponent_SCA Types_Def,opponent_GCA_GCA,opponent_GCA_GCA90,opponent_GCA Types_PassLive,opponent_GCA Types_PassDead,opponent_GCA Types_TO,opponent_GCA Types_Sh,opponent_GCA Types_Fld,opponent_GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,interceptions,Tkl+Int,clearances,errors,opponent_Tackles_Tkl,opponent_Tackles_TklW,opponent_Tackles_Def 3rd,opponent_Tackles_Mid 3rd,opponent_Tackles_Att 3rd,opponent_Challenges_Tkl,opponent_Challenges_Att,opponent_Challenges_Tkl%,opponent_Challenges_Lost,opponent_Blocks_Blocks,opponent_Blocks_Sh,opponent_Blocks_Pass,opponent_Int,opponent_Tkl+Int,opponent_Clr,opponent_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,opponent_Touches_Touches,opponent_Touches_Def Pen,opponent_Touches_Def 3rd,opponent_Touches_Mid 3rd,opponent_Touches_Att 3rd,opponent_Touches_Att Pen,opponent_Touches_Live,opponent_Take-Ons_Att,opponent_Take-Ons_Succ,opponent_Take-Ons_Succ%,opponent_Take-Ons_Tkld,opponent_Take-Ons_Tkld%,opponent_Carries_Carries,opponent_Carries_TotDist,opponent_Carries_PrgDist,opponent_Carries_PrgC,opponent_Carries_1/3,opponent_Carries_CPA,opponent_Carries_Mis,opponent_Carries_Dis,opponent_Receiving_Rec,opponent_Receiving_PrgR,minutes_per_match,Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,opponent_Mn/MP,opponent_Min%,opponent_Starts_Starts,opponent_Starts_Mn/Start,opponent_Starts_Compl,opponent_Subs_Subs,opponent_Subs_Mn/Sub,opponent_Subs_unSub,opponent_Team Success_PPM,opponent_Team Success_onG,opponent_Team Success_onGA,opponent_Team Success_+/-,opponent_Team Success_+/-90,opponent_Team Success (xG)_onxG,opponent_Team Success (xG)_onxGA,opponent_Team Success (xG)_xG+/-,opponent_Team Success (xG)_xG+/-90,2CrdY,fouls_committed,fouls_drawn,offsides,crosses,tackles_won,PKwon,PKcon,OG,ball_recoveries,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,opponent_2CrdY,opponent_Fls,opponent_Fld,opponent_Off,opponent_Crs,opponent_TklW,opponent_PKwon,opponent_PKcon,opponent_OG,opponent_Recov,opponent_Aerial Duels_Won,opponent_Aerial Duels_Lost,opponent_Aerial Duels_Won%,goals_against,goals_against_per_90,shots_on_target_against,saves,save_percentage,wins,draws,losses,clean_sheets,CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,opponent_GA,opponent_GA90,opponent_SoTA,opponent_Saves,opponent_Save%,opponent_W,opponent_D,opponent_L,opponent_CS,opponent_CS%,opponent_Penalty Kicks_PKatt,opponent_Penalty Kicks_PKA,opponent_Penalty Kicks_PKsv,opponent_Penalty Kicks_PKm,opponent_Penalty Kicks_Save%,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,PSxG,PSxG/SoT,PSxG+/-,/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,opponent_Goals_GA,opponent_Goals_PKA,opponent_Goals_FK,opponent_Goals_CK,opponent_Goals_OG,opponent_PSxG,opponent_PSxG/SoT,opponent_PSxG+/-,opponent_/90,opponent_Launched_Cmp,opponent_Launched_Att,opponent_Launched_Cmp%,opponent_Passes_Att (GK),opponent_Passes_Thr,opponent_Passes_Launch%,opponent_Passes_AvgLen,opponent_Goal Kicks_Att,opponent_Goal Kicks_Launch%,opponent_Goal Kicks_AvgLen,opponent_Crosses_Opp,opponent_Crosses_Stp,opponent_Crosses_Stp%,opponent_Sweeper_#OPA,opponent_Sweeper_#OPA/90,opponent_Sweeper_AvgDist,understat_matches_analyzed,understat_ppda_avg,understat_ppda_min,understat_ppda_max,understat_ppda_std,understat_deep_completions_total,understat_deep_completions_avg,understat_deep_completions_max,understat_expected_points_total,understat_expected_points_avg,understat_xg_for_total,understat_xg_for_avg,understat_xg_for_max,understat_np_xg_total,understat_np_xg_avg,understat_goals_scored_total,understat_goals_scored_avg,understat_points_total,understat_points_avg,understat_points_vs_xpoints_difference,understat_goals_vs_xg_difference
Paris S-G,FRA-Ligue 1,2023-24,Paris S-G,29,24.7,65.2,34,374,3060,34,78,61,139,71,7,9,51,3,68.8,61.6,51.6,113.2,845,1915,3.88,3.54,/en/squads/e2d8892c/2023-2024/Paris-Saint-Germain-Stats,29,25.8,34.8,34,374,3060,34,33,23,56,29,4,5,50,2,40.0,36.4,28.9,65.3,488,1054,1.53,2.03,/en/squads/e2d8892c/2023-2024/Paris-Saint-Germain-Stats,504,187,37.1,14.82,5.5,0.14,0.38,17.3,14,0.12,9.2,9.4,408,142,34.8,12.0,4.18,0.07,0.2,17.4,10,0.09,-7.0,-7.4,21536,24396,88.3,366597,106542,48.4,9.4,425,1763,365,53,1915,10100,12950,78.0,180036,70469,27.2,-5.9,310,802,212,51,1054,22942,1401,395,73,98,513,540,198,58,60,0,21536,53,331,11502,1403,389,35,72,515,491,159,55,70,0,10100,45,269,943,27.74,743,44,76,32,35,13,145,4.26,114,4,11,5,10,1,704,20.71,486,67,55,51,27,18,59,1.74,39,4,4,7,4,1,585,360,254,221,110,283,602,47.0,319,346,108,238,268,853,509,22,652,391,354,229,69,364,765,47.6,401,442,145,297,375,1027,614,13,27994,2331,7124,13880,7239,974,27985,815,401,49.2,364,44.7,22605,117789,57147,845,772,284,474,288,21336,1901,16780,2288,6075,6819,4104,675,16775,646,319,49.4,283,43.8,11342,66103,28495,488,430,168,481,302,9998,1044,90,100,374,81,230,141,23,165,2.24,81,33,48,1.41,68.8,40.0,28.8,0.85,90,100,374,81,229,143,20,162,0.47,33,81,-48,-1.41,40.0,68.8,-28.8,-0.85,1,353,362,53,513,360,9,5,0,1761,275,267,50.7,0,375,338,45,515,391,5,9,3,1702,267,275,49.3,33,0.97,147,113,80.3,22,10,2,12,35.3,5,4,1,0,20.0,81,2.38,196,116,62.2,2,10,22,3,8.8,9,7,2,0,22.2,33,4,0,4,0,41.0,0.25,8.0,0.24,54,149,36.2,879,144,13.8,29.6,202,13.9,22.6,402,17,4.2,33,0.97,14.8,81,7,1,5,3,68.4,0.31,-9.6,-0.28,180,523,34.4,798,97,49.1,39.3,249,52.6,37.9,404,21,5.2,24,0.71,11.3,34,14.211607425758583,3.1875,50.833333333333336,9.291008364041273,524,7.705882352941177,19,95.0948,1.3984529411764708,118.59238,1.7440055882352943,4.91949,107.81591900000001,1.5855282205882355,114,1.6764705882352942,92,1.3529411764705883,-3.0948000000000064,-4.592380000000006
Paris S-G,FRA-Ligue 1,2024-25,Paris S-G,28,23.6,68.0,34,374,3060,34,89,69,158,83,6,7,37,0,88.9,83.3,70.8,154.1,936,2123,4.47,4.7,/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats,28,25.8,32.0,34,374,3060,34,34,22,56,31,3,3,61,2,31.2,29.0,22.7,51.6,467,874,1.56,1.58,/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats,628,272,43.3,18.47,8.0,0.13,0.31,16.3,13,0.14,0.1,-0.3,309,100,32.4,9.09,2.94,0.1,0.31,17.6,6,0.1,2.8,2.0,23156,25781,89.8,384671,110280,61.3,-1.8,521,1849,450,71,2123,9330,12016,77.6,160077,67171,22.0,-0.7,232,651,196,41,874,24296,1431,410,97,175,562,580,216,63,70,1,23156,54,308,10625,1318,343,39,71,386,451,111,55,33,0,9330,73,281,1153,33.91,921,59,64,59,27,23,158,4.65,124,4,11,10,6,3,537,15.79,383,49,36,36,21,12,56,1.65,35,6,5,5,5,0,619,386,242,266,111,325,607,53.5,282,360,103,257,265,884,493,19,722,454,419,233,70,393,757,51.9,364,420,142,278,338,1060,740,28,29502,1991,6704,14734,8262,1211,29495,802,364,45.4,393,49.0,18244,92964,49950,936,702,347,488,329,23027,2114,15926,2513,6411,6303,3420,561,15923,638,282,44.2,325,50.9,8255,43399,20700,467,318,125,510,294,9268,868,90,100,374,81,230,144,24,156,2.47,92,35,57,1.68,88.9,31.2,57.7,1.7,90,100,374,81,220,153,18,153,0.35,35,92,-57,-1.68,31.2,88.9,-57.7,-1.7,0,307,336,54,562,386,6,3,1,1654,262,214,55.0,0,360,284,73,386,454,1,7,3,1521,214,262,45.0,35,1.03,103,69,68.9,26,6,2,7,20.6,3,3,0,0,0.0,92,2.71,279,189,69.2,2,6,26,1,2.9,7,6,1,0,14.3,35,3,1,6,1,30.4,0.28,-3.6,-0.11,74,188,39.4,818,140,17.8,25.4,156,26.9,26.4,298,16,5.4,34,1.0,15.6,92,6,1,5,3,99.4,0.35,10.4,0.31,215,546,39.4,849,124,47.3,39.7,287,50.2,36.8,436,19,4.4,20,0.59,11.8,34,15.441327818033171,3.5277777777777777,50.888888888888886,10.420831887956437,568,8.352941176470589,22,97.52470000000002,1.4341867647058828,140.02653,2.059213676470588,5.07062,132.425573,1.9474348970588238,127,1.8676470588235294,96,1.411764705882353,-1.5247000000000241,-13.026530000000008
