record_type,team,source_player,target_player,connection_strength,avg_x_start,avg_y_start,avg_x_end,avg_y_end,avg_xthreat,progressive_passes,box_entries,pass_distance_avg,connection_id,total_actions,minutes_active,position_variance_x,position_variance_y,xthreat_total
connection,Espanyol,Tyrhys Dolan,Fernando Calero,3,60.47,28.27,50.1,34.17,0.0073,0,0,19.47,Espanyol_Tyrhys Dolan_Fernando Calero,,,,,
connection,Espanyol,Tyrhys Dolan,Javi Puado,1,83.5,28.7,91.3,97.1,0.2256,0,0,68.84,Espanyol_Tyrhys Dolan_Javi Puado,,,,,
connection,Espanyol,Tyrhys Dolan,Kike García,1,76.4,1.1,88.2,43.0,0.0368,1,1,43.53,Espanyol_Tyrhys Dolan_Kike García,,,,,
connection,Espanyol,Tyrhys Dolan,Roberto Fernández,1,67.5,3.5,85.3,8.3,-0.0122,1,0,18.44,Espanyol_Tyrhys Dolan_Roberto Fernández,,,,,
position,Atletico,Alexander Sørloth,,0,46.75,30.3,,,0.0561,0,0,0.0,Atletico_Alexander Sørloth_position,4.0,9.0,32.41,21.4,0.2242
position,Atletico,Antoine Griezmann,,0,47.05,47.21,,,0.0036,0,0,0.0,Atletico_Antoine Griezmann_position,8.0,28.0,33.04,28.78,0.0286
position,Espanyol,Carlos Romero,,0,50.47,81.99,,,0.0191,0,0,0.0,Espanyol_Carlos Romero_position,72.0,94.0,28.7,15.77,1.3786
position,Atletico,Conor Gallagher,,0,55.08,31.57,,,0.017,0,0,0.0,Atletico_Conor Gallagher_position,60.0,45.0,21.7,21.1,1.0181
position,Atletico,Dávid Hancko,,0,40.02,63.37,,,0.0353,0,0,0.0,Atletico_Dávid Hancko_position,114.0,95.0,20.37,22.18,4.0279
position,Espanyol,Edu Expósito,,0,56.31,44.46,,,0.0072,0,0,0.0,Espanyol_Edu Expósito_position,71.0,86.0,19.64,32.33,0.5082
position,Espanyol,Fernando Calero,,0,31.84,40.84,,,0.0264,0,0,0.0,Espanyol_Fernando Calero_position,100.0,65.0,15.77,17.41,2.6423
position,Atletico,Giacomo Raspadori,,0,58.24,55.21,,,0.037,0,0,0.0,Atletico_Giacomo Raspadori_position,17.0,26.0,22.57,30.51,0.6283
position,Atletico,Giuliano Simeone,,0,56.02,22.84,,,0.0072,0,0,0.0,Atletico_Giuliano Simeone_position,79.0,90.0,25.47,22.02,0.5683
position,Atletico,Jan Oblak,,0,10.43,48.9,,,0.0336,0,0,0.0,Atletico_Jan Oblak_position,44.0,91.0,10.36,15.33,1.4789
position,Espanyol,Javi Puado,,0,58.56,67.34,,,0.0156,0,0,0.0,Espanyol_Javi Puado_position,70.0,87.0,24.94,26.68,1.0951
position,Espanyol,Jofre Carreras,,0,48.48,17.03,,,0.0042,0,0,0.0,Espanyol_Jofre Carreras_position,13.0,43.0,28.34,12.83,0.0547
position,Atletico,Johnny Cardoso,,0,48.12,45.11,,,0.0246,0,0,0.0,Atletico_Johnny Cardoso_position,70.0,47.0,16.71,23.87,1.7186
position,Espanyol,José Salinas,,0,16.59,52.31,,,0.0036,0,0,0.0,Espanyol_José Salinas_position,7.0,7.0,12.23,38.12,0.0252
position,Atletico,Julián Alvarez,,0,63.72,49.19,,,0.0348,0,0,0.0,Atletico_Julián Alvarez_position,70.0,81.0,18.28,20.3,2.4382
position,Espanyol,Kike García,,0,63.42,53.09,,,0.0232,0,0,0.0,Espanyol_Kike García_position,32.0,50.0,22.56,27.27,0.7435
position,Atletico,Koke,,0,42.33,55.37,,,0.0345,0,0,0.0,Atletico_Koke_position,74.0,49.0,19.44,25.34,2.5542
position,Espanyol,Leandro Cabrera,,0,32.88,60.65,,,0.0181,0,0,0.0,Espanyol_Leandro Cabrera_position,79.0,94.0,19.58,15.08,1.4313
position,Atletico,Marcos Llorente,,0,44.7,21.57,,,0.0173,0,0,0.0,Atletico_Marcos Llorente_position,121.0,94.0,24.83,18.23,2.0938
position,Espanyol,Marko Dmitrovic,,0,13.8,47.97,,,0.0239,0,0,0.0,Espanyol_Marko Dmitrovic_position,67.0,95.0,12.01,11.11,1.6017
position,Atletico,Matteo Ruggeri,,0,46.85,85.57,,,0.0185,0,0,0.0,Atletico_Matteo Ruggeri_position,106.0,94.5,26.56,12.47,1.9598
position,Espanyol,Miguel Rubio,,0,35.13,35.59,,,0.009,0,0,0.0,Espanyol_Miguel Rubio_position,23.0,29.0,23.46,15.96,0.2061
position,Espanyol,Omar El Hilali,,0,44.1,21.09,,,0.0121,0,0,0.0,Espanyol_Omar El Hilali_position,109.0,89.0,21.72,15.93,1.3194
position,Atletico,Pablo Barrios,,0,49.92,23.55,,,0.013,0,0,0.0,Atletico_Pablo Barrios_position,68.0,50.0,19.7,18.49,0.8855
position,Espanyol,Pere Milla,,0,51.62,52.58,,,0.0,0,0,0.0,Espanyol_Pere Milla_position,18.0,21.0,29.15,25.44,0.0
position,Espanyol,Pol Lozano,,0,51.49,48.76,,,0.0338,0,0,0.0,Espanyol_Pol Lozano_position,78.0,92.0,17.93,25.1,2.6359
position,Espanyol,Ramon Terrats,,0,45.16,40.46,,,0.0198,0,0,0.0,Espanyol_Ramon Terrats_position,27.0,44.0,23.06,24.16,0.5335
position,Espanyol,Roberto Fernández,,0,56.37,54.89,,,0.0043,0,0,0.0,Espanyol_Roberto Fernández_position,29.0,73.0,23.61,24.19,0.125
position,Atletico,Robin Le Normand,,0,38.22,32.79,,,0.0337,0,0,0.0,Atletico_Robin Le Normand_position,134.0,95.0,17.66,18.01,4.5147
position,Atletico,Thiago Almada,,0,49.84,66.69,,,0.0158,0,0,0.0,Atletico_Thiago Almada_position,96.0,65.0,21.98,24.02,1.5124
position,Espanyol,Tyrhys Dolan,,0,65.54,22.06,,,0.0145,0,0,0.0,Espanyol_Tyrhys Dolan_position,22.0,48.0,24.61,27.59,0.3183
position,Atletico,Álex Baena,,0,62.76,63.92,,,0.0176,0,0,0.0,Atletico_Álex Baena_position,61.0,64.0,23.69,27.23,1.0753
